"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Using Productive Collaboration Bursts to Analyze Open Source Collaboration Effectiveness","S. Choudhary; C. Bogart; C. Rose; J. Herbsleb","Amazon Alexa Edge ML, Pittsburgh, USA; Institute for Software Research, Carnegie Mellon University, Pittsburgh, USA; Language Technologies Institute, Carnegie Mellon University, Pittsburgh, USA; Institute for Software Research, Carnegie Mellon University, Pittsburgh, USA","2020 IEEE 27th International Conference on Software Analysis, Evolution and Reengineering (SANER)","2 Apr 2020","2020","","","400","410","Developers of open-source software projects tend to collaborate in bursts of activity over a few days at a time, rather than at an even pace. A project might find its productivity suffering if bursts of activity occur when a key person with the right role or right expertise is not available to participate. Open-source projects could benefit from monitoring the way they orchestrate attention among key developers, finding ways to make themselves available to one another when needed. In commercial software development, Sociotechnical Congruence (STC) has been used as a measure to assess whether coordination among developers is sufficient for a given task. However, STC has not previously been successfully applied to open-source projects, in which some industrial assumptions do not apply: management-chosen targets, mandated steady work hours, and top-down task allocation of inputs and targets. In this work we propose an operationalization of STC for open-source software development. We use temporal bursts of activity as a unit of analysis more suited to the natural rhythms of open-source work, as well as open source analogues of other component measures needed for calculating STC. As an illustration, we demonstrate that open-source development on PyPI projects in GitHub is indeed bursty, that activities in the bursts have topical coherence, and we apply our operationalization of STC. We argue that a measure of socio-technical congruence adapted to open source could provide projects with a better way of tracking how effectively they are collaborating when they come together to collaborate.","1534-5351","978-1-7281-5143-4","10.1109/SANER48275.2020.9054852","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9054852","Socio-Technical Congruence;Productivity;Bursty Collaboration;Hidden Markov Model;Open-Source;GitHub","Productivity;Statistical analysis;Computational modeling;Collaboration;Hidden Markov models;Software systems;Software measurement","","6","","38","IEEE","2 Apr 2020","18-21 Feb. 2020","18-21 Feb. 2020","IEEE","IEEE Conferences"
"Distributed Repository for Software Packages Using Blockchain","F. Z. D. N. Costa; R. J. G. B. De Queiroz; G. P. Bittencourt; L. Teixeira","Centro de Informática, Universidade Federal de Pernambuco, Recife, Brazil; Centro de Informática, Universidade Federal de Pernambuco, Recife, Brazil; Centro de Informática, Universidade Federal de Pernambuco, Recife, Brazil; Centro de Informática, Universidade Federal de Pernambuco, Recife, Brazil",IEEE Access,"31 Oct 2022","2022","10","","112502","112514","A package repository is an essential piece of a software ecosystem. In FOSS, the software repositories are oftentimes hosted using limited donations, given the technical solutions adopted in the implementation. This work proposes a package repository using Blockchains with experiments and statistics based on a real-world scenario. The Blockchain described has its consensus algorithm crafted to befit the purpose of a package repository without financial appeal; Also, the proposed Blockchain keeps a compatible layer with the traditional repositories, easing its adoption. Furthermore, this work also presents a package search over peer-to-peer, computed on untrusted nodes, yet guaranteeing that the results are trusted. Finally, we present a functional Blockchain that cohesively exposes the PyPi catalog.","2169-3536","","10.1109/ACCESS.2022.3216569","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9927416","Blockchain;distributed consensus;repository","Blockchains;Ecosystems;Distributed processing;InterPlanetary File System;Servers;Publishing;Logic gates","","4","","46","CCBY","25 Oct 2022","2022","","IEEE","IEEE Journals"
"An Empirical Study on Reproducible Packaging in Open-Source Ecosystems","G. Benedetti; O. Solarin; C. Miller; G. Tystahl; W. Enck; C. Kästner; A. Kapravelos; A. Merlo; L. Verderame","University of Genoa; Case Western Reserve University; Carnegie Mellon University; North Carolina State University; North Carolina State University; Carnegie Mellon University; North Carolina State University; CASD, School of Advanced Defense Studies; University of Genoa",2025 IEEE/ACM 47th International Conference on Software Engineering (ICSE),"23 Jun 2025","2025","","","1052","1063","The integrity of software builds is fundamental to the security of the software supply chain. While Thompson first raised the potential for attacks on build infrastructure in 1984, limited attention has been given to build integrity in the past 40 years, enabling recent attacks on SolarWinds, event-stream, and xz. The best-known defense against build system attacks is creating reproducible builds; however, achieving them can be complex for both technical and social reasons and thus is often viewed as impractical to obtain. In this paper, we analyze reproducibility of builds in a novel context: reusable components distributed as packages in six popular software ecosystems (npm, Maven, PyPI, Go, RubyGems, and Cargo). Our quantitative study on a representative sample of 4000 packages in each ecosystem raises concerns: Rates of reproducible builds vary widely between ecosystems, with some ecosystems having all packages reproducible whereas others have reproducibility issues in nearly every package. However, upon deeper investigation, we identified that with relatively straightforward infrastructure configuration and patching of build tools, we can achieve very high rates of reproducible builds in all studied ecosystems. We conclude that if the ecosystems adopt our suggestions, the build process of published packages can be independently confirmed for nearly all packages without individual developer actions, and doing so will prevent significant future software supply chain attacks.","1558-1225","979-8-3315-0569-1","10.1109/ICSE55347.2025.00136","NSF(grant numbers:2150217); REU(grant numbers:2150217); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11029905","","Codes;Source coding;Ecosystems;Supply chains;Buildings;Packaging;Software;Reproducibility of results;Security;Software engineering","","4","","48","IEEE","23 Jun 2025","26 April-6 May 2025","26 April-6 May 2025","IEEE","IEEE Conferences"
"Are Your Dependencies Code Reviewed?: Measuring Code Review Coverage in Dependency Updates","N. Imtiaz; L. Williams","Department of Computer Science, North Carolina State University, Raleigh, NC, USA; Department of Computer Science, North Carolina State University, Raleigh, NC, USA",IEEE Transactions on Software Engineering,"16 Nov 2023","2023","49","11","4932","4945","As modern software extensively uses free open source packages as dependencies, developers have to regularly pull in new third-party code through frequent updates. However, without a proper review of every incoming change, vulnerable and malicious code can sneak into the codebase through these dependencies. The goal of this study is to aid developers in securely accepting dependency updates by measuring if the code changes in an update have passed through a code review process. We implement Depdive, an update audit tool for packages in Crates.io, npm, PyPI, and RubyGems registry. Depdive first (i) identifies the files and the code changes in an update that cannot be traced back to the package's source repository, i.e., phantom artifacts; and then (ii) measures what portion of changes in the update, excluding the phantom artifacts, has passed through a code review process, i.e., code review coverage. Using Depdive, we present an empirical study across the latest ten updates of the most downloaded 1000 packages in each of the four registries. We further evaluated our results through a maintainer agreement survey. We find that phantom artifacts are not uncommon in the updates (20.1% of the analyzed updates had at least one phantom file). The phantoms can appear either due to legitimate reasons, such as in the case of programmatically generated files, or from accidental inclusion, such as in the case of files that are ignored in the repository. Regarding code review coverage (CRC), we find the updates are typically only partially code-reviewed (52.5% of the time). Further, only 9.0% of the packages had all their updates in our data set fully code-reviewed, indicating that even the most used packages can introduce non-reviewed code in the software supply chain. We also observe that updates either tend to have high CRC or low CRC, suggesting that packages at the opposite end of the spectrum may require a separate set of treatments.","1939-3520","","10.1109/TSE.2023.3319509","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10266387","Software supply chain security;open source security;dependency analysis","Codes;Phantoms;Software;Software development management;Source coding;Security;Supply chains","","4","","44","IEEE","28 Sep 2023","Nov. 2023","","IEEE","IEEE Journals"
"Detecting Python Malware in the Software Supply Chain with Program Analysis","R. Shariffdeen; B. Hassanshahi; M. Mirchev; A. El Husseini; A. Roychoudhury","National University of Singapore, Singapore; Oracle Labs, Australia; Oracle Labs, Australia; National University of Singapore, Singapore, CNRS@CREATE, Singapore; Oracle Labs, Australia",2025 IEEE/ACM 47th International Conference on Software Engineering: Software Engineering in Practice (ICSE-SEIP),"20 Aug 2025","2025","","","203","214","The frequency of supply-chain attacks has reached unprecedented levels, amounting to a growing concern about the security of open-source software. Existing state-of-the-art techniques often generate a high number of false positives and false negatives. For an effective detection tool, it is crucial to strike a balance between these results. In this paper, we address the problem of software supply chain protection through program analysis. We present HERCULE, an inter-package analysis tool to detect malicious packages in the Python ecosystem. We enhance state-of-the-art approaches with the primary goal of reducing false positives. Key technical contributions include improving the accuracy of pattern-based malware detection and employing program dependency analysis to identify malicious packages in the development environment. Extensive evaluation against multiple benchmarks including Backstabber's Knife Collection and MalOSS demonstrates that HERCULE outperforms existing state-of-the-art techniques with 0.949 f1-score. Additionally, HERCULE detected new malicious packages which the PyPI security team removed, showing its practical value","2832-7659","979-8-3315-3685-5","10.1109/ICSE-SEIP66354.2025.00024","National Research Foundation, Singapore; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11121698","software supply chain security;malware detection;program analysis","Accuracy;Supply chains;Ecosystems;Benchmark testing;Malware;Security;Protection;Open source software;Software engineering;Python","","3","","42","IEEE","20 Aug 2025","27 April-3 May 2025","27 April-3 May 2025","IEEE","IEEE Conferences"
"CHARON: Polyglot Code Analysis for Detecting Vulnerabilities in Scripting Languages Native Extensions","R. Scholtes; S. Khodayari; C. -A. Staicu; G. Pellegrino","CISPA Helmholtz Center for Information Security, Saarbrücken, Germany; CISPA Helmholtz Center for Information Security, Saarbrücken, Germany; CISPA Helmholtz Center for Information Security, Saarbrücken, Germany; CISPA Helmholtz Center for Information Security, Saarbrücken, Germany",2025 IEEE 10th European Symposium on Security and Privacy (EuroS&P),"26 Aug 2025","2025","","","153","168","Scripting languages like Python or JavaScript are extremely popular among developers, in part due to their massive open-source ecosystems that enable smooth code reuse. However, recent work shows that a lot of scripting code runs C/C++ code under the hood, via native extensions. This might introduce subtle security issues that can surprise the users. Prior work in this domain relies on simple, intra-procedural, flow-insensitive data flow analysis to detect such problems, but it is unclear if a more holistic polyglot static analysis could be feasible, and if so, what are its costs and benefits.In this work, we propose CHARON, the first inter-procedural, polyglot static analysis for detecting vulnerabilities in scripting languages. Our approach advocates for linking together the code property graphs of the different languages and performing cross-language data flow analysis by switching between code representations, when cross-language function calls are encountered. In this way, CHARON supports data flows that cross several times the language boundary, spanning multiple functions on either side. We evaluated CHARON on 11.8K polyglot packages from npm and PyPI, containing 896M lines of code. CHARON identified 5,813 manually-confirmed, vulnerable data flows in 116 packages. We performed a baseline comparison of CHARON with single-language analysis on native code, showing a ~6x increase in true positives and ~4%, less false positive alerts. We demonstrated exploitability of the discovered vulnerabilities by creating 63 PoCs across 34 packages, showing, among others, how we can escalate a buffer overflow vulnerability in native extensions to arbitrary code execution, which we believe to be the first of its kind. Overall, our results show that inter-procedural, polyglot analysis is both feasible and effective for detection of native extension vulnerabilities.","2995-1356","979-8-3315-9493-0","10.1109/EuroSP63326.2025.00018","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11129355","vulnerability analysis;cross-language analysis;native extensions","Computer languages;Codes;Costs;Ecosystems;Static analysis;Switches;Manuals;Information leakage;Security;Testing","","3","","83","IEEE","26 Aug 2025","30 June-4 July 2025","30 June-4 July 2025","IEEE","IEEE Conferences"
"A Large-Scale Empirical Study of Open Source License Usage: Practices and Challenges","J. Wu; L. Bao; X. Yang; X. Xia; X. Hu","The State Key Laboratory of Blockchain and Data Security, Zhejiang University, Hangzhou, China; The State Key Laboratory of Blockchain and Data Security, Zhejiang University, Hangzhou, China; The State Key Laboratory of Blockchain and Data Security, Zhejiang University, Hangzhou, China; Huawei, China; The State Key Laboratory of Blockchain and Data Security, Zhejiang University, Hangzhou, China",2024 IEEE/ACM 21st International Conference on Mining Software Repositories (MSR),"18 Jun 2024","2024","","","595","606","The popularity of open source software (OSS) has led to a significant increase in the number of available licenses, each with their own set of terms and conditions. This proliferation of licenses has made it increasingly challenging for developers to select an appropriate license for their projects and to ensure that they are complying with the terms of those licenses. As a result, there is a need for empirical studies to identify current practices and challenges in license usage, both to help developers make informed decisions about license selection and to ensure that OSS is being used and distributed in a legal and ethical manner. Moreover, the development of new licenses might be required to better meet the needs of the open source community and address emerging legal issues.In this paper, we conduct a large-scale empirical study of license usage across five package management platforms, i.e., Maven, NPM, PyPI, RubyGems, and Cargo. Our objective is to examine the current trends and potential issues in license usage of the OSS community. In total, we analyze the licenses of 33,710,877 packages across the selected five platforms. We statistically analyze licenses in package management platforms from multiple perspectives, e.g., license usage, license incompatibility, license updates, and license evolution. Moreover, we conduct a comparative study of various aspects of core packages and common packages in these platforms. Our results reveal irregularities in license names and license incompatibilities that require attention. We observe both similarities and differences in license usage across the five platforms, with Cargo being the most standardized among them. Finally, we discuss some implications for actions based on our findings.","2574-3864","979-8-4007-0587-8","","National Key Research and Development Program of China; National Science Foundation; Fundamental Research Funds for the Central Universities; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10555724","OSS Licenses;Empirical Study;Package Management Platform","Ethics;Law;Licenses;Metadata;Market research;Data mining;Open source software","","3","","51","","18 Jun 2024","15-16 April 2024","15-16 April 2024","IEEE","IEEE Conferences"
"A Lightweight Pipeline for Crop Time-Series Parcel Classification via Self-Supervision","M. P. d. Silva; L. Vieira; C. T. C. de Santana; I. M. Nunes; J. A. Dos Santos; H. N. Oliveira","Department of Computer Science, Universidade Federal de Viçosa, Viçosa, Minas Gerais, Brazil; Department of Computer Science, Universidade Federal de Viçosa, Viçosa, Minas Gerais, Brazil; National Institute for Space Research (INPE), São Paulo, Brazil; Brazilian Institute of Geography and Statistics (IBGE), Rio de Janeiro, Brazil; School of Computer Science, University of Sheffield, Sheffield, U.K.; Department of Computer Science, Universidade Federal de Viçosa, Viçosa, Minas Gerais, Brazil",IEEE Geoscience and Remote Sensing Letters,"29 Jul 2025","2025","22","","1","5","This study proposes and benchmarks a lightweight pipeline for large-scale parcel-level crop classification using time-series data. The key contributions include a scalable satellite image time-series (SITS) download strategy, a novel parcel-level crop classification dataset for the USA States of Texas and California, and a benchmark of classification techniques tested under varied data availability scenarios, highlighting the pipeline’s potential for enhancing agricultural monitoring systems. The methodology extracts basic descriptive statistics integrating with agricultural and cloud filtering, leveraging field boundaries delineation and USDA Cropland Data Layer datasets. Experimental results show that pretrained and fine-tuned models, such as SITS-BERT, outperform random forest (RF) and support vector machine (SVM) approaches, achieving an  $F1$  score of 98.2% and overall accuracy (OA) of 99.3% on the Texas dataset for the more abundant training data scenarios. The pipeline has a projected computational speed-up of at least  $2 500\times $  compared with pixel-based methods for the tested datasets. The download pipeline is available on AgriGEE.lite library in https://pypi.org/project/agrigee-lite. The full benchmark results, related code and supplementary materials are available at https://github.com/mateuspinto/light-crop-classification","1558-0571","","10.1109/LGRS.2025.3589176","Instituto Serrapilheira(grant numbers:R-2011-37776); Institute of Artificial and Computational Intelligence (IDATA); National Council for Scientific and Technological Development (CNPq); National Laboratory of Scientific Computation (LNCC), part of the Ministry of Science, Technology, Innovations and Communications (MCTIC) for providing HPC resources of the SDumont supercomputer; Brazilian Institute of Geography and Statistics (IBGE), linked to Ministry of Planning and Budget (MPO); Brazilian Federal Agency for Support and Evaluation of Graduate Education (CAPES); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11080039","Agricultural;crop classification;few-shot;field boundary;parcel;plot;remote sensing;satellite image time-series (SITS);self-supervised","Crops;Pipelines;Geometry;Time series analysis;Benchmark testing;Optical filters;Training;Remote sensing;Support vector machines;Standards","","2","","16","IEEE","14 Jul 2025","2025","","IEEE","IEEE Journals"
"PySDDP: An Open-Source Python Tool Applied to the Operation Planning Problem in the Age of Energy Transition","A. P. Silva; A. L. M. Marcato; A. L. Castro; D. B. Pinto; C. T. S. Cunha",NA; NA; NA; NA; NA,2023 58th International Universities Power Engineering Conference (UPEC),"1 Nov 2023","2023","","","1","6","There is a strong movement towards energy transition in the current context of large-scale power systems world-wide. In this dynamic scenario, the existence of computational tools capable of providing an environment that work as an interactive laboratory becomes essential for engineering education. PySDDP is a free Python computational tool applied to the operation planning of large-scale power systems and is available through the PyPI and GitHub repositories. PySDDP's name comes from Sthocastic Dual Dynamic Programming, one of the most popular algorithms applied to solve long-term hydro-thermal operating planning. PySDDP has mechanisms for manipulating all data used to solve the operation planning problem of Brazilian official models. However, it can friendly receive contributions from third parties to include data from energy systems of other countries. Moreover, its implementation in Python makes the tool easy to understand and allows easy extension with third-party libraries.","","979-8-3503-1683-4","10.1109/UPEC57427.2023.10294355","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10294355","Python;open-source;pandas;operating planning;Sthocastic Dual Dynamic Programming","Power engineering;Power system dynamics;Libraries;Data models;Software;Robustness;Planning","","2","","22","IEEE","1 Nov 2023","30 Aug.-1 Sept. 2023","30 Aug.-1 Sept. 2023","IEEE","IEEE Conferences"
"Which Is Better For Reducing Outdated and Vulnerable Dependencies: Pinning or Floatingƒ","I. Rahman; J. Marley; W. Enck; L. Williams",North Carolina State University; North Carolina State University; North Carolina State University; North Carolina State University,2025 40th IEEE/ACM International Conference on Automated Software Engineering (ASE),"28 Jan 2026","2025","","","2795","2807","Developers consistently use version constraints to specify acceptable versions of the dependencies for their project. Pinning dependencies can reduce the likelihood of breaking changes, but comes with a cost of manually managing the replacement of outdated and vulnerable dependencies. On the other hand, floating can be used to automatically get bug fixes and security fixes, but comes with the risk of breaking changes. Security practitioners advocate pinning dependencies to prevent against software supply chain attacks, e.g., malicious package updates. However, since pinning is the tightest version constraint, pinning is the most likely to result in outdated dependencies. Nevertheless, how the likelihood of becoming outdated or vulnerable dependencies changes across version constraint types is unknown. The goal of this study is to aid developers in making an informed dependency version constraint choice by empirically evaluating the likelihood of dependencies becoming outdated or vulnerable across version constraint types at scale. In this study, we first identify the trends in dependency version constraint usage and the patterns of version constraint type changes made by developers in the npm, PyPI, and Cargo ecosystems. We then modeled the dependency state transitions using survival analysis and estimated how the likelihood of becoming outdated or vulnerable changes when using pinning as opposed to the rest of the version constraint types. We observe that among outdated and vulnerable dependencies, the most commonly used version constraint type is floating-minor, with pinning being the next most common. We also find that floating-major is the least likely to result in outdated and floating-minor is the least likely to result in vulnerable dependencies. Based on our findings, we recommend that developers use any kind of floating constraint with lockfiles to balance the tradeoffs of pinning and floating.","2643-1572","979-8-3503-5733-2","10.1109/ASE63991.2025.00229","National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11334547","Dependency management;Version constraint;Software supply chain security;Empirical software engineering","Hands;Analytical models;Costs;Supply chains;Ecosystems;Computer bugs;Market research;Software;Security;Software engineering","","2","","56","IEEE","28 Jan 2026","16-20 Nov. 2025","16-20 Nov. 2025","IEEE","IEEE Conferences"
"Vulnerability of Package Dependency Networks","D. Setó-Rey; J. I. Santos-Martín; C. López-Nozal","Ingeniería Informática, Universidad de Burgos, Burgos, Spain; Ingeniería Informática, Universidad de Burgos, Burgos, Spain; Ingeniería Informática, Universidad de Burgos, Burgos, Spain",IEEE Transactions on Network Science and Engineering,"24 Oct 2023","2023","10","6","3396","3408","Software reuse by importing packages from centralised repositories is an efficient and increasingly widespread way to develop software. Given the transitivity of dependencies, defects introduced in the repository can have extensive effects on the software ecosystem. Drawing from complex network theory, we define a model of repository vulnerability based on the statistically expected damage that the repository sustains from the random introduction of software defects. We test the model in stylized networks derived from real repositories, PyPI, Maven and npm, and show that the existence of a giant strongly connected component (SCC) explains most of the vulnerability. Indeed, we found that theoretical protection (immunization) of this entire component would remove almost all vulnerability from the network. Since repositories and their communities have limited resources to mitigate issues, we further model the problem of how to best apply these resources, finding sets much smaller than the giant SCC whose protection is nearly as good. Furthermore, we prove that the optimal selection of sets of given size is NP-hard but can be approached with heuristics, yielding respectable results. Our model contributes to a better understanding of software package repositories and could also be applied to other systems with a similar structure.","2327-4697","","10.1109/TNSE.2023.3260880","Spanish Ministry of Science, Innovation and Universities(grant numbers:RED2018-102518-T); Spanish State Research Agency(grant numbers:PID2020-119894GB-I00,PID2020-118906GB-I00); MCIN/AEI/ 10.13039/501100011033; Junta de Castilla y León, Consejería de Educación(grant numbers:BDNS 425389); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10079181","Complex network;network structure;network vulnerability;package dependency networks;software repositories","Codes;Security;Robustness;Libraries;Complex networks;Analytical models;Information resources;Documentation;Software engineering","","2","","72","IEEE","23 Mar 2023","Nov.-Dec. 2023","","IEEE","IEEE Journals"
"PKVIC: Supplement Missing Software Package Information in Security Vulnerability Reports","J. Song; Q. Li; H. Wang; J. Liu","Beijing Jiaotong University, Beijing, China; Beijing Jiaotong University, Beijing, China; Virginia Tech, Blacksburg, VA, USA; Beijing Jiaotong University, Beijing, China",IEEE Transactions on Dependable and Secure Computing,"10 Jul 2024","2024","21","4","3785","3800","Nowadays security vulnerability reports contain commercial vendor-centric information but fail to include accurate information of open-source software packages. Open-source ecosystems use package managers, such as Maven, NuGet, NPM, and Gem, to cover hundreds of thousands of free code packages. However, we uncover that vulnerability reports frequently miss the vulnerable software package information when the software package comes from open-source ecosystems. To fill in this gap, we propose a framework called PKVIC (software package vulnerability information calibration), as the first tool to automatically associate security vulnerability reports with affected software packages from different open-source ecosystems. Specifically, PKVIC designs an ecosystem classifier to determine which ecosystem a vulnerability report belongs to. From the reports written in natural language, PKVIC extracts the entities closely related to software names in ecosystems. To efficiently and accurately locate the affected software packages from millions of packages, we propose a recursive traversal method to generate the package identifier based on the naming scheme and candidate named entities. We implemented the prototype of PKVIC and conducted comprehensive experiments to validate its efficacy. In particular, we ran PKVIC over 421,808 vulnerability reports from 20 well-known sources of security vulnerabilities and identified 11,279 unique vulnerability reports that affected 2,703 open-source software packages. PKVIC successfully found the accurate reference URLs for these 2,703 software packages across 6 open-source ecosystems, including Pypi, Gem, NPM, Packagist, Nuget, and Maven.","1941-0018","","10.1109/TDSC.2023.3334762","National Natural Science Foundation of China(grant numbers:61972024,62272029); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10329999","Software security;vulnerability analyze","Ecosystems;Security;Software packages;Software;Open source software;Databases;Uniform resource locators","","1","","56","IEEE","28 Nov 2023","July-Aug. 2024","","IEEE","IEEE Journals"
"Measuring the Impact of Open Source Software Innovation Using Network Analysis on GitHub Hosted Python Packages","D. Banks; C. Leonard; S. Narayan; N. Thompson; B. Kramer; G. Korkmaz","School of Data Science, University of Virginia, Charlottesville, VA, USA; School of Data Science, University of Virginia, Charlottesville, VA, USA; School of Data Science, University of Virginia, Charlottesville, VA, USA; School of Data Science, University of Virginia, Charlottesville, VA, USA; Edge and Node, New York, NY, USA; The Coleridge Initiative, Arlington, VA, USA",2022 Systems and Information Engineering Design Symposium (SIEDS),"24 Jun 2022","2022","","","110","115","Open Source Software (OSS) is computer software that has its source code publicly available with a license in which the copyright holder provides the rights to study, change, and distribute the software to anyone and for any purpose. Despite its extensive use, reliable measures of the scope and impact of OSS are scarce. In this paper, we focus on packages developed for Python programming language as it is one of the most widely-used languages mainly due to its flexibility and simple syntax that makes its framework easy to learn and share. We aim to develop a framework to measure the impact of Python packages listed on Package Index (PyPI.org). We use data from GitHub repositories (where these packages are developed) to obtain information about their development activity e.g., lines of code. Our goal is to identify influential actors, e.g., packages, developers, countries by using the impact measures. We use network-based and OSS-based measures such as number of downloads. Network-based statistics include centrality measures such as degree, and eigenvector centrality. Moreover, we calcu-late the cost of OSS as intangible capital using the COCOMO II model [1] to determine the cost of development and study the relationship between development cost and impact of Python projects. The findings show that the number of downloads for a package are correlated with the centrality statistics, supporting the hypothesis that the most influential are the most downloaded as well. We show which packages are saving on development cost by leveraging dependencies. This framework and measures can be applied more broadly to the OSS ecosystem and contribute to the National Science Foundation (NSF) policy indicators for measurement of innovation.","","978-1-6654-5111-6","10.1109/SIEDS55548.2022.9799290","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9799290","python;open source;open-source;github;network","Technological innovation;Costs;Codes;Ecosystems;Organizations;US Government;Software measurement","","1","","21","IEEE","24 Jun 2022","28-29 April 2022","28-29 April 2022","IEEE","IEEE Conferences"
"PyReload: Dynamic Updating of Python Programs by Reloading","W. Tang; M. Zhang","Shanghai Key Laboratory of Trustworthy Computing, East China Normal University, Shanghai, China; Shanghai Key Laboratory of Trustworthy Computing, East China Normal University, Shanghai, China",2018 25th Asia-Pacific Software Engineering Conference (APSEC),"23 May 2019","2018","","","229","238","Dynamic Software Updating (DSU) is a promising technique for updating running software systems without incurring downtime. It is particularly useful to those systems which need to provide 24x7 services. Many efforts have been made to dynamic updating of the programs developed in mainstreaming languages such as C and Java. With the popularity of Python, many software servers are developed using Python and therefore they are desired to be dynamically updatable. However, there are few studies on dynamic updating of Python. To our knowledge, there exists only one updating approach for Python programs. The approach requires a dedicated Python interpreter in order to manipulate threads for updating, and consequently, it cannot be directly applied to mainstreaming Python interpreters. In this paper, we propose a novel dynamic updating approach to Python based on the built-in reloading mechanism that is supported by most of Python interpreters. Our approach is generic in that it is applicable to ordinary Python interpreters without any change to them. We implement a prototype called PyReload based on the proposed approach. PyReload is compatible with several mainstreaming Python interpreters such as CPython, Pypy and Jython. A case study is conducted to show the usage of PyReload. For performance, experimental results show that PyReload needs a shorter time for updating than the existing approach does.","2640-0715","978-1-7281-1970-0","10.1109/APSEC.2018.00037","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8719499","Dynamic software updating;Python;reloading mechanism","Python;Tools;Prototypes;Dictionaries;Servers;Software systems","","1","","21","IEEE","23 May 2019","4-7 Dec. 2018","4-7 Dec. 2018","IEEE","IEEE Conferences"
"Distill: Domain-Specific Compilation for Cognitive Models","J. Veselý; R. P. Pothukuchi; K. Joshi; S. Gupta; J. D. Cohen; A. Bhattacharjee","Yale University, USA; Yale University, USA; Yale University, USA; Princeton University, USA; Princeton University, USA; Yale University, USA",2022 IEEE/ACM International Symposium on Code Generation and Optimization (CGO),"29 Mar 2022","2022","","","301","312","Computational models of cognition enable a better understanding of the human brain and behavior, psychiatric and neurological illnesses, clinical interventions to treat illnesses, and also offer a path towards human-like artificial intelligence. Cognitive models are also, however, laborious to develop, requiring composition of many types of computational tasks, and suffer from poor performance as they are generally designed using high-level languages like Python. In this work, we present Distill, a domain-specific compilation tool to accelerate cognitive models while continuing to offer cognitive scientists the ability to develop their models in flexible high-level languages. Distill uses domain-specific knowledge to compile Python-based cognitive models into LLVM IR, carefully stripping away features like dynamic typing and memory management that add performance overheads without being necessary for the underlying computation of the models. The net effect is an average of 27 × performance improvement in model execution over state-of-the-art techniques using Pyston and PyPy. Distill also repurposes classical compiler data flow analyses to reveal properties about data flow in cognitive models that are useful to cognitive scientists. Distill is publicly available, integrated in the PsyNeuLink cognitive modeling environment, and is already being used by researchers in the brain sciences.","","978-1-6654-0584-3","10.1109/CGO53902.2022.9741278","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9741278","Domain-specific compilation;cognitive models;human brain;JIT compilers;Python.","Codes;Computational modeling;Memory management;Brain modeling;Data models;Cognition;High level languages","","1","","41","IEEE","29 Mar 2022","2-6 April 2022","2-6 April 2022","IEEE","IEEE Conferences"
"LCV-CM: a FASTEN Open Source License Compliance Verifier with Compatibility Matrix.","M. Scarlato; L. Nöth","Endocode AG, Germany; Endocode AG, Germany",2023 17th International Conference on Open Source Systems and Technologies (ICOSST),"31 Jan 2024","2023","","","1","7","Open source software is released under different licenses, which may be incompatible with each other—avoiding compatibility issues while packaging software is currently an open issue for the community. Although the literature provides several methods, and open-source and commercial solutions exist, we developed our original approach to offer license compatibility assessments.This paper presents the License Compliance Verifier (LCV) and its Compatibility Matrix (CM), a tool to support the developer’s licensing decisions. This tool is integrated as a micro-service into FASTEN, an intelligent software package management system that enhances software ecosystems’ robustness, security, and license compliance.Our preliminary study shows that the lack of standardization in license declaration is one of the issues. To tackle this, LCV provides a specific endpoint for converting common license names to the Software Package Data Exchange (SPDX) standard used in the CM. We evaluate this approach extensively, testing the conversion to the SPDX endpoint, retrieving the licenses declared in the whole PyPI.org ecosystem, and we show the results.","2770-8225","979-8-3503-8132-0","10.1109/ICOSST60641.2023.10414244","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10414244","Software Licensing;Open Source Software;license compatibility;FASTEN","Software packages;Ecosystems;Licenses;Security;Open source software;Standards;Testing","","1","","24","IEEE","31 Jan 2024","20-21 Dec. 2023","20-21 Dec. 2023","IEEE","IEEE Conferences"
