"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Evaluating the Robustness of Object Detectors Via Delta Debugging, Quickxplain, and A Combinatorial Hybrid","L. Jahaj; F. Wotawa","Graz University of Technology, Institute of Software Engineering and Artificial Intelligence, Graz, Austria; Graz University of Technology, Institute of Software Engineering and Artificial Intelligence, Graz, Austria",2025 12th International Conference on Dependable Systems and Their Applications (DSA),"12 Jan 2026","2025","","","284","294","This paper presents a thorough evaluation of YOLO's object detection performance and robustness using and comparing the performance of three minimization algorithms, which are Delta Debugging, Quick Explain, and combinatorial testing. The objective is to search for the maximal occluded image so that YOLO can still detect the object above a given confidence threshold. For this purpose, we implemented an automated testing framework in JAVA and Python. For the evaluation task, we conducted experiments by taking a set of images with different object classes and dividing them into grids of different sizes. Each algorithm masks these tiles iteratively by calling YOLO in each iteration to check whether the object can still be detected. In the end, the framework produces an image with a minimal number of tiles that results in detecting the object. We compare the results of the three algorithms using several criteria like the number of remaining tiles in the output image, the YOLO confidence score of the final image, execution time, and a subjective evaluation of the result. Our experiments show that in different categories of comparison, the performance standing of the algorithms alters.","2767-6684","978-1-6654-7769-7","10.1109/DSA66321.2025.00041","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11320423","object detection;object detection minimization;yolo;minimization algorithm","YOLO;Java;Runtime;Statistical analysis;Combinatorial testing;Debugging;Minimization;Search problems;Robustness;Testing","","","","14","IEEE","12 Jan 2026","24-26 Nov. 2025","24-26 Nov. 2025","IEEE","IEEE Conferences"
"Vulnerability Name Prediction Based on Enhanced Multi-Source Domain Adaptation","Y. Xing; M. Zhao; B. Yang; Y. Zhang; W. Li; J. Gu; J. Yuan; L. Xu","School of Artificial Intelligence, Beijing University of Posts and Telecommunications, Beijing, China; School of Artificial Intelligence, Beijing University of Posts and Telecommunications, Beijing, China; China Unicom Research Institute, Beijing, China; School of Computer Science, Peking University, Beijing, China; NSFOCUS Technologies Group Co., Ltd., Beijing, China; NSFOCUS Technologies Group Co., Ltd., Beijing, China; NSFOCUS Technologies Group Co., Ltd., Beijing, China; China Unicom Research Institute, Beijing, China","2023 IEEE 22nd International Conference on Trust, Security and Privacy in Computing and Communications (TrustCom)","29 May 2024","2023","","","2115","2121","Software products have brought convenience to modern society but also pose significant security risks due to various types of vulnerabilities. Identifying vulnerability names is vital for program repair and software maintenance, but the lack of training data presents a challenge. Big data analytics and machine learning can help overcome this challenge by processing large amounts of data and improving the accuracy of vulnerability name prediction. Considering that the data is often from datasets composed of multiple sources, a feature-based or attention-based multi-source domain adaptation (MSDA) approach is required. In this paper, we propose an MSDA method based on both feature and attention to accomplish the task of predicting vulnerability names, called Multi-Source Domain Adaptation for Vulnerability Name Prediction (MSDA-VNP). First, MSDA-VNP reduces domain divergence by adversarial training and then uses domain-invariant features to obtain feature correlations between individual source and target domains. In combination with the obtained domain correlations, Weighted multi-kernel Maximum Mean Discrepancy (WMK-MMD) is proposed as the attention mechanism. Second, a data augmentation strategy is employed to enhance MSDA-VNP to identify privacy-related vulnerabilities. To evaluate our approach, we conducted experiments on eight Java real-world projects in the Software Assurance Reference Dataset (SARD). The experimental results show that the proposed method MSDA-VNP performed efficiently and stably for the 44 types of vulnerabilities involved. The data augmentation strategy has also been proved to be effective as an enhancement for the proposed method MSDA-VNP.","2324-9013","979-8-3503-8199-3","10.1109/TrustCom60117.2023.00294","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10538701","vulnerability name prediction;multi-source domain adaptation;data augmentation;adversarial training;attention mechanism","Training;Software maintenance;Java;Data privacy;Correlation;Training data;Maintenance engineering","","","","29","IEEE","29 May 2024","1-3 Nov. 2023","1-3 Nov. 2023","IEEE","IEEE Conferences"
"SCJ: Segment Cleaning Journaling for Log-Structured File Systems","H. Gwak; D. Shin","Department of Electrical and Computer Engineering, Sungkyunkwan University, Suwon, South Korea; Department of Electrical and Computer Engineering, Sungkyunkwan University, Suwon, South Korea",IEEE Access,"26 Oct 2021","2021","9","","142437","142448","The append-only write scheme of the log-structured file system (LFS), which does not permit in- place updates, is suitable for flash memory. Therefore, LFSs have been adopted to manage various flash-memory-based storage systems. However, LFSs amplify user write requests owing to segment cleaning and frequent metadata write operations. Hence, the IO performance is degraded and the life span of the flash memory is reduced. In particular, when each segment cleaning invokes checkpointing to store dirty metadata modified via block relocation, irrelevant dirty metadata are written by the checkpointing operation, and the metadata write overhead occupies a significant proportion of the segment cleaning latency. Hence, we propose segment cleaning journaling (SCJ), which logs the block relocation information of segment cleaning at a specific journal area without invoking checkpointing. We implemented and evaluated the proposed SCJ by modifying F2FS. Experimental results show that SCJ can improve file system performance by 1.13–1.63 times compared with normal segment cleaning.","2169-3536","","10.1109/ACCESS.2021.3121423","Institute of Information and Communications Technology Planning and Evaluation (IITP) Grant; Korean Government through MSIT (Software Star Laboratory)(grant numbers:IITP-2017-0-00914); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9580883","File systems;flash memory;operating systems;log-structured file systems;segment cleaning","Metadata;Cleaning;Checkpointing;Ash;Optimization;System performance;Performance evaluation","","4","","37","CCBY","19 Oct 2021","2021","","IEEE","IEEE Journals"
"An Energy Shaping-Based Control Barrier Function for Constrained Control of Robot Manipulator","T. A. Tamba; B. Hu","Department of Electrical Engineering, Parahyangan Catholic University Bandung, West Java, Indonesia; Department of Engineering Technology, University of Houston, Houston, Texas, USA",2024 14th Asian Control Conference (ASCC),"19 Sep 2024","2024","","","2313","2316","This paper presents our initial results on the construction of a class of control barrier function (CBF) for safety-critical filter of constrained robotic manipulator control within the framework of energy shaping method. The proposed CBF construction directly includes the robot's joint variable constraints to the robot's total energy which includes its kinetic energy and artificial potential function. It is shown the proposed CBF can be used to construct feedback controller to guarantee the forward invariance of the robot's safe operational sets.","2770-8373","978-9-8875-8159-8","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10665582","Robot manipulator;constrained control;safety-critical control;control barrier function","Manipulators;Kinetic energy;Adaptive control","","1","","12","","19 Sep 2024","5-8 July 2024","5-8 July 2024","IEEE","IEEE Conferences"
"Reliability Analysis of Operating Systems for Embedded SoC","T. Santini; L. Carro; F. R. Wagner; P. Rech","Instituto de Informatica, Federal University of Rio Grande do Sul (UFRGS), Porto Alegre, RS, Brazil; Instituto de Informatica, Federal University of Rio Grande do Sul (UFRGS), Porto Alegre, RS, Brazil; Instituto de Informatica, Federal University of Rio Grande do Sul (UFRGS), Porto Alegre, RS, Brazil; Instituto de Informatica, Federal University of Rio Grande do Sul (UFRGS), Porto Alegre, RS, Brazil",2015 15th European Conference on Radiation and Its Effects on Components and Systems (RADECS),"4 Jan 2016","2015","","","1","5","In this paper, we investigate how the presence of a general purpose operating system influences the reliability of modern embedded Systems-on-Chips (SoCs). We experimentally study the difference in the neutron-induced error rate of SoCs when executing the application bare to the metal and on top of the Linux kernel. Our analysis demonstrates that Linux presence barely affects the Silent Data Corruption (SDC) rate while it greatly increases the system Functional Interruption (SEFI) rate (up to 7.48 times) if no preventive measures are taken. Furthermore, we analytically show that cache conflicts between the operating system and application can significantly reduce the Linux-induced SEFI rate increase. Additionally, we evaluate the OS software stack masking effect and show that the higher the abstraction layer in which an application is implemented, the lower its SDC rate.","","978-1-5090-0232-0","10.1109/RADECS.2015.7365659","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7365659","","Linux;Reliability;Metals;Kernel;Smart phones","","7","","13","IEEE","4 Jan 2016","14-18 Sept. 2015","14-18 Sept. 2015","IEEE","IEEE Conferences"
"Run-Time Assurance for Learning-Based Aircraft Taxiing","D. Cofer; I. Amundson; R. Sattigeri; A. Passi; C. Boggs; E. Smith; L. Gilham; T. Byun; S. Rayadurgam",Collins Aerospace; Collins Aerospace; Collins Aerospace; Collins Aerospace; Collins Aerospace; Kestrel Institute; Kestrel Institute; University of Minnesota; University of Minnesota,2020 AIAA/IEEE 39th Digital Avionics Systems Conference (DASC),"18 Nov 2020","2020","","","1","9","Aircraft systems that include learning-enabled components (LECs) and their software implementations are not amenable to verification and certification using current methods. We have produced a demonstration of a run-time assurance architecture based on a neural network aircraft taxiing application that shows how several advanced technologies could be used to ensure safe operation.","2155-7209","978-1-7281-9825-5","10.1109/DASC50938.2020.9256581","DARPA(grant numbers:FA8750-18-C-0099); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9256581","machine learning;run-time assurance","Monitoring;Aircraft;Safety;Global Positioning System;Computer architecture;Cameras;Atmospheric modeling","","24","","22","IEEE","18 Nov 2020","11-15 Oct. 2020","11-15 Oct. 2020","IEEE","IEEE Conferences"
"Using a model checker to test safety properties","P. Ammann; Wei Ding; Daling Xu","ISE Department, George Mason University, Fairfax, VA, USA; ISE Department, George Mason University, Fairfax, VA, USA; ISE Department, George Mason University, Fairfax, VA, USA",Proceedings Seventh IEEE International Conference on Engineering of Complex Computer Systems,"7 Aug 2002","2001","","","212","221","In addition to providing a sound basis for analysis, formal methods can support other development activities; in our case the target is specification-based testing at the system level. We use the formal method of model checking to either generate new test sets or analyze existing test sets with respect to safety properties expressed in a temporal logic. We consider two types of tests: failing tests, in which a system must reject (fail) a specific dangerous action, and passing tests, in which a system must accept (pass) a safe action in a context that also includes a plausible dangerous action. We formalize our notion of dangerous actions with a mutation model for model checking specifications, and we develop coverage criteria to assess test sets. The coverage criteria are based on the logic operators from the Computation Tree Logic (CTL) and encompass the idea of scenarios where a dangerous action is either inevitable (A) or possible (E) as of the next state (X) or at some point in the future (F). We demonstrate the feasibility of our approach with an example.","","0-7695-1159-7","10.1109/ICECCS.2001.930180","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=930180","","System testing;Logic testing;Genetic mutations;Software safety;Acoustic testing;Software testing;NIST;Traffic control;Aerospace engineering;Automatic testing","","23","","28","IEEE","7 Aug 2002","11-13 June 2001","11-13 June 2001","IEEE","IEEE Conferences"
"Hidden dependencies in software systems","R. Vanciu; V. Rajlich","Department of Computer Science, Wayne State University, Detroit, MI, USA; Department of Computer Science, Wayne State University, Detroit, MI, USA",2010 IEEE International Conference on Software Maintenance,"25 Oct 2010","2010","","","1","10","In this paper, we study the hidden dependencies that are a special kind of data flows. They play an important role in software maintenance and evolution because they propagate changes among the classes and they are hard to detect. We propose a technique that finds hidden dependencies through the computation of an “execute completely after” relation that is filtered using dynamically generated preconditions and postconditions. We show that these hidden dependencies exist even in well-structured software, like the open source programs JUnit, Drawlets, and Apache FtpServer. We also discuss the precision of this technique.","1063-6773","978-1-4244-8629-8","10.1109/ICSM.2010.5609657","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5609657","Software evolution;program comprehension;dependency analysis;execute completely after relation;invariants","Radio frequency;Integrated circuits","","12","","51","IEEE","25 Oct 2010","12-18 Sept. 2010","12-18 Sept. 2010","IEEE","IEEE Conferences"
"Responsive systems: An introduction","R. F. Berry; P. E. McKenney; F. N. Parr","IBM Software Group, Hursley, UK; IBM Linux Technology Center, Beaverton, OR, USA; IBM Research Division, IBM Thomas J. Watson Research Center, Hawthorne, NY, USA",IBM Systems Journal,"6 Apr 2010","2008","47","2","197","206","This paper introduces responsive systems: systems that are real-time, event-based, or time-dependent. There are a number of trends that are accelerating the adoption of responsive systems: timeliness requirements for business information systems are becoming more prevalent, embedded systems are increasingly integrated into soft real-time command-and-control systems, improved message-oriented middleware is facilitating growth in event-processing applications, and advances in service-oriented and component-based techniques are lowering the costs of developing and deploying responsive applications. The use of responsive systems is illustrated here in two application areas: the defense industry and online gaming. The papers in this special issue of the IBM Systems Journal are then introduced. The paper concludes with a discussion of the key remaining challenges in this area and ideas for further work.","0018-8670","","10.1147/sj.472.0197","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5386546","","","","4","","","","6 Apr 2010","2008","","IBM","IBM Journals"
"Enforcing Interaction Properties in AOSD-Enabled Systems","C. Serban; S. Tyszberowicz","Department of Computer Science, Rutgers University, Piscataway, NJ, USA; School of Computer Science, The Academic College of Tel-Aviv Yaffo and Tel, Aviv University, Tel-Aviv, Israel",2006 International Conference on Software Engineering Advances (ICSEA'06),"19 Dec 2006","2006","","","8","8","The construction and maintenance of large and complex software systems depend on the existence of global principles describing the structure and the interaction among its various components. Due to their critical nature, such principles have to be explicitly formulated and strictly verified and enforced throughout the lifetime of the software product. Aspect Oriented Software Development (AOSD) provides necessary tools for the formulation of such principles as aspects--called here structural aspects, and for their compile-time verification and dynamic enforcement. This enforcement, however, becomes problematic when aspects are also used as a vehicle for programming the components themselves, due to aspect interference. In this paper we show how the aspects embedded in system's components--called here programming aspects--can interact unfavourably with other components thus invalidating the role of the structural aspects. We present a number of methods that address this problem, and we introduce a DirectedPairWiseWeaver tool we have developed in order to prevent this interference.","","0-7695-2703-5","10.1109/ICSEA.2006.261264","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4031793","AOSD;Law-Governed Architecture;Aspects;Architecture;Enforcement","Security;Programming;Control systems;Contracts;Computer architecture;Software systems;Interference;Computer science;Vehicles;Encapsulation","","1","","19","IEEE","19 Dec 2006","29 Oct.-3 Nov. 2006","29 Oct.-3 Nov. 2006","IEEE","IEEE Conferences"
"Improving Defect Detection Ability of Derived Test Cases Based on Mutated UML Activity Diagrams","H. Sun; M. Chen; M. Zhang; J. Liu; Y. Zhang","Shanghai Key Laboratory of Trustworthy Computing, East China Normal University, Shanghai, China; Shanghai Key Laboratory of Trustworthy Computing, East China Normal University, Shanghai, China; Shanghai Key Laboratory of Trustworthy Computing, East China Normal University, Shanghai, China; Shanghai Key Laboratory of Trustworthy Computing, East China Normal University, Shanghai, China; Software Engineering Institute, East China Normal University, Shanghai, China",2016 IEEE 40th Annual Computer Software and Applications Conference (COMPSAC),"25 Aug 2016","2016","1","","275","280","Structure coverage driven test generation is the key approach for automatic testing at source code level. However, the defect detection ability of the generated test cases should be carefully evaluated since the correlation between coverage and test effectiveness is in doubt. In this paper, we propose a test generation approach based on mutation testing with the intent to derive test cases towards finding defects rather than just covering certain syntactic structures. Moreover, instead of generating test cases from the code under test directly, we base our approach on UML activity diagrams to make it possible to decide verdicts of test inputs. Mutation operators for activity diagrams are defined and the test generation algorithms are based on solving mutated path constraints. Experimental results have shown that by applying the proposed mutated testing approach, test cases with higher defect detection ability can be generated.","0730-3157","978-1-4673-8845-0","10.1109/COMPSAC.2016.136","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7552021","Test Generation;Mutation Testing;Activity Diagram","Testing;Unified modeling language;Pins;Software;Electronic mail;Correlation","","","","14","IEEE","25 Aug 2016","10-14 June 2016","10-14 June 2016","IEEE","IEEE Conferences"
"A new robust distributed real time scheduling services for RT-CORBA applications","A. S. Karuppan; B. T. Mathew; K. Shanthakumari",SSNCE; KU; KU,"2008 International Conference on Computing, Communication and Networking","24 Feb 2009","2008","","","1","7","Distributed computing environment is flexible to control in complex embedded systems and their software components gain complexity when these systems are equipped with many microcontrollers and software object which covers diverse platforms and electronic control units connecting hundreds or thousands of analog and digital sensors and actuators, the simply known as DRE system. These DRE systems need new inter-object communication solution thus QoS-enabled middleware services and mechanisms have begun to emerge. It is also, widely known that scheduling services are used in real-time. We show how high performance scheduling services over the real time distributed environment can be achieved, when adopting the use of RT-CORBA specification which implements a dynamic scheduling policy to achieve end-to-end predictability and performance through novel dynamic scheduling service.","","978-1-4244-3594-4","10.1109/ICCCNET.2008.4787672","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4787672","QOS;DRE;RT-CORBA;EDF;RMS","Robustness;Dynamic scheduling;Control systems;Embedded software;Processor scheduling;Application software;Distributed computing;Embedded system;Software systems;Microcontrollers","","","","23","IEEE","24 Feb 2009","18-20 Dec. 2008","18-20 Dec. 2008","IEEE","IEEE Conferences"
"On the Benefits of Using MVC Pattern for Structuring Event-B Models of WIMP Interactive Applications","N. K. Singh; Y. Aït-Ameur; R. Geniet; D. Méry; P. Palanque","INPT-ENSEEIHT/IRIT, University of Toulouse, 2 Rue Charles Camichel, BP 7122, 31071 Toulouse Cedex 7, France; nsingh@enseeiht.fr; INPT-ENSEEIHT/IRIT, University of Toulouse, 2 Rue Charles Camichel, BP 7122, 31071 Toulouse Cedex 7, France; Université de Rennes 1, Rennes, 2 Rue Charles Camichel, BP 7122, 31071 Toulouse Cedex 7, France; LORIA, Université de Lorraine & Telecom Nancy, Nancy, Campus Scientifique, BP 239, 54506, Vandœuvre lès Nancy, France; IRIT, Université de Toulouse, Toulouse, CS-IRIT, Université Paul Sabatier – Toulouse III, 118, route de Narbonne, 31042 Toulouse Cedex 9, France",Interacting with Computers,"23 Aug 2021","2021","33","1","92","114","This paper presents a formal development approach for designing interactive applications using a correct-by-construction approach. In this work, we propose a refinement strategy using model-view-controller (MVC) to structure and design Event-B formal models of the interactive application. The proposed MVC-based refinement strategy facilitates the development of an abstract model and a series of refined models by introducing the possible modes, controller’s behaviour and visual components of the interactive application while preserving the required interaction-related safety properties. To demonstrate the effectiveness, scalability, reliability and feasibility of our approach, we use a small example (from automotive domain) and real-life industrial case studies (from aviation). The entire development is realized in Event-B and the associated Rodin tool is used to analyse and verify the correctness of the formalized model. Finally, the developed Event-B models are used to generate source code using EB2ALL tool for going from the specification to the implementation of the interactive application.","1873-7951","","10.1093/iwcomp/iwab016","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9520844","formal description techniques;interactive applications;model-view-controller;refinement and proofs;Event-B;safety-critical interactive systems","","","","","","","23 Aug 2021","May 2021","","OUP","OUP Journals"
"Exception Handling Defects: An Empirical Study","P. Sawadpong; E. B. Allen; B. J. Williams","Department of Computer Science and Engineering, Mississippi State University, MS, USA; Department of Computer Science and Engineering, Mississippi State University, MS, USA; Department of Computer Science and Engineering, Mississippi State University, MS, USA",2012 IEEE 14th International Symposium on High-Assurance Systems Engineering,"6 Dec 2012","2012","","","90","97","Exception handling mechanisms are a feature common in many programming languages. Improper handling of exceptions can cause failures in software systems. This is especially critical for high-assurance systems where software failures may have severe consequences. Understanding the impact of misusing exception handling is important for better utilization of these constructs. This paper presents an exploratory study to determine whether using exception handling is relatively risky by analyzing the defect densities of exception handling code and the overall source code. Also, statistics representing the prevalence of exception handling code are proposed. The study was conducted with six major Eclipse releases. Essential data was collected using custom scripts to extract exception handling information from the source code and exception handling defects information from bug reports. We found that the density of defects that are closely related to exception handling constructs is relatively high compared to the overall defect density. This implies a relationship between the use of exception handling constructs and the risk of defects. Further studies should be conducted to better determine proper ways to implement exception handling and the root causes of exception defects in the software systems.","1530-2059","978-1-4673-4742-6","10.1109/HASE.2012.24","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6375642","empirical study;exception handling;measurement;defects;Eclipse","Java;Equations;Mathematical model;Density measurement;Software systems;Communities","","28","","22","IEEE","6 Dec 2012","25-27 Oct. 2012","25-27 Oct. 2012","IEEE","IEEE Conferences"
"Injecting Memory Leaks to Accelerate Software Failures","J. Zhao; Y. Jin; K. S. Trivedi; R. Matias Jr.","Computer Science and Technology Department, Harbin Engineering of Technology, Harbin, China; Computer Science and Technology Department, Harbin Engineering of Technology, Harbin, China; Electrical and Computer Engineering Department, Duke University, Durham, USA; School of Computer Science, Federal University of Uberlandia (UFU), Uberlandia, Brazil",2011 IEEE 22nd International Symposium on Software Reliability Engineering,"19 Jan 2012","2011","","","260","269","A number of studies have reported the phenomenon of ""Software aging"", caused by resource exhaustion and characterized by progressive software performance degradation. We develop experiments that simulate an on-line bookstore application, following the standard configuration of TPC-W benchmark. We study the application failures caused by memory leaks, using the accelerated life tests method. In our experiments, the memory consumption rate is selected as the acceleration factor, and an IPL-lognormal model is used to estimate the time to failure at each acceleration level. Subsequently, the estimate of the time to failure distribution at normal condition is obtained. Our acceleration experimental results based on the IPL-lognormal model show that it can be used to greatly reduce the cost to obtain the time to failure at normal level, which can be used in scheduling software rejuvenation. Finally, we select the Weibull time to failure distribution at normal level, to be used in a semi-Markov process, to optimize the software rejuvenation trigger interval.","2332-6549","978-1-4577-2060-4","10.1109/ISSRE.2011.24","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6132974","accelerated life tests;memory leaks;optimal software rejuvenation;semi-Markov process;software aging","Aging;Stress;Memory management;Acceleration;Java;Web servers","","19","","29","IEEE","19 Jan 2012","29 Nov.-2 Dec. 2011","29 Nov.-2 Dec. 2011","IEEE","IEEE Conferences"
"Decision-Centric Traceability of architectural concerns","J. Cleland-Huang; M. Mirakhorli; A. Czauderna; M. Wieloch","School of Computing, DePaul University, Chicago, IL, USA; School of Computing, DePaul University, Chicago, IL, USA; School of Computing, DePaul University, Chicago, IL, USA; School of Computing, DePaul University, Chicago, IL, USA",2013 7th International Workshop on Traceability in Emerging Forms of Software Engineering (TEFSE),"7 Oct 2013","2013","","","5","11","We present an architecture-centric approach for achieving traceability between stakeholders' quality concerns, architecturally significant requirements, design rationales, and source code. In Decision-Centric Traceability (DCT), all trace links are focused around architectural decisions that include factors as varied as platforms, languages, frameworks, patterns, and lower-level architectural tactics. We show how DCT supports critical software engineering activities such as safety-case construction, impact analysis, stakeholder satisfaction analysis, requirements validation, and architectural preservation. Our approach is illustrated and validated with examples drawn from the architectural decisions and subsequent design of the TraceLab project funded by the US National Science Foundation under a Major Research Infrastructure grant.","2157-2194","978-1-4799-0495-2","10.1109/TEFSE.2013.6620147","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6620147","requirements;architecture;traceability","Discrete cosine transforms;Usability;Reliability;Cloning;Runtime;Java;Semiconductor optical amplifiers","","12","","23","IEEE","7 Oct 2013","19-19 May 2013","19-19 May 2013","IEEE","IEEE Conferences"
"A survey of software runtime monitoring","L. Gao; M. Lu; L. Li; C. Pan","Science and Technology on Reliability and Environmental Engineering Laboratory, Beihang University, Beijing, China; Science and Technology on Reliability and Environmental Engineering Laboratory, Beihang University, Beijing, China; Science and Technology on Reliability and Environmental Engineering Laboratory, Beihang University, Beijing, China; Science and Technology on Reliability and Environmental Engineering Laboratory, Beihang University, Beijing, China",2017 8th IEEE International Conference on Software Engineering and Service Science (ICSESS),"23 Apr 2018","2017","","","308","313","With the wide application of complex software systems in various fields of social life, how to ensure the reliability of software systems at runtime becomes a hot issue to be solved. By observing the behavior information of the running software, software runtime monitoring can support the credibility of the software behavior, and can be used for software fault analysis and localization. In this paper, starting from the basic concepts of software runtime monitoring, the basic architecture and monitoring levels of software runtime monitoring are introduced. Then the typical software runtime monitoring methods are presented and classified. Moreover, these different monitoring methods are analyzed and compared. Finally, the existing problems are discussed, and possible future research directions are given.","2327-0594","978-1-5386-0497-7","10.1109/ICSESS.2017.8342921","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8342921","software runtime monitoring;runtime monitor;monitoring level;non-intrusive monitoring;intrusive monitoring","Monitoring;Runtime;Software systems;Real-time systems;Computer architecture;Java","","8","","43","IEEE","23 Apr 2018","24-26 Nov. 2017","24-26 Nov. 2017","IEEE","IEEE Conferences"
"CRAM: Code Recommendation With Programming Context Based on Self-Attention Mechanism","C. Tao; K. Lin; Z. Huang; X. Sun","College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, China; College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, China; College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, China; School of Information Engineering, Yangzhou University, Jiangsu, China",IEEE Transactions on Reliability,"2 Mar 2023","2023","72","1","302","316","Code recommendation with programming context is to use the contextual code surrounding the missing code to automatically find that which of the code snippets would be useful to assist in the completion of the program. In this way, the developers need not take time to formulate explicit queries or write descriptions. Existing work only treats code as textual documents and use information retrieval techniques to retrieve relevant code snippets, which is difficult to capture the semantics of code adequately. The self-attention mechanism have achieved promising progress in various natural language processing tasks, especially for extracting deep semantic information from long sequences. Inspired from this, we propose a novel code recommendation with programming context based on self-attention mechanism (CRAM). The proposed approach first builds a small-scale candidate set from codebase. Then, it utilizes self-attention networks in the abstract syntax tree to capture the deep semantics of code, and finally recommend the relevant code to developers. We conduct several experiments to evaluate our approach in a large-scale codebase containing 741 148 code snippets. The experimental results show that CRAM can effectively recommend code and outperforms related work in recall, precision, and NDCG.","1558-1721","","10.1109/TR.2022.3171309","National Key R&D Program of China(grant numbers:2018YFB1003900); National Natural Science Foundation of China(grant numbers:61602267,61402229); State Key Laboratory for Novel Software Technology(grant numbers:KFKT2018B19); Fundamental Research Funds for the Central Universities(grant numbers:NS2019058); China Postdoctoral Science Foundation Funded Project(grant numbers:2019M651825); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9773971","Abstract syntax tree (AST);code recommendation;programming context;self-attention mechanism;structural information","Codes;Programming;Semantics;Task analysis;Natural languages;Symbols;Java","","8","","55","IEEE","12 May 2022","March 2023","","IEEE","IEEE Journals"
"Real-time distributed object computing: ready for mission-critical embedded system applications","D. Sharp","Boeing Aerospace Company, Saint Louis, MO, USA",Proceedings 3rd International Symposium on Distributed Objects and Applications,"7 Aug 2002","2001","","","3","4","","","0-7695-1300-X","10.1109/DOA.2001.954064","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=954064","","Real time systems;Distributed computing;Embedded computing;Mission critical systems;Embedded system;Middleware;Aerospace electronics;Military computing;Java;Research and development","","6","","","IEEE","7 Aug 2002","17-20 Sept. 2001","17-20 Sept. 2001","IEEE","IEEE Conferences"
"A Heap Model for Java Bytecode to Support Separation Logic","C. Luo; G. He; S. Qin","Department of Computer Science, Durham University, UK; Department of Computer Science, Durham University, UK; Department of Computer Science, Durham University, UK",2008 15th Asia-Pacific Software Engineering Conference,"22 Dec 2008","2008","","","127","134","Memory usage analysis is an important problem for resource-constrained mobile devices, especially under mission- or safety-critical circumstances. Program codes running on or being downloaded into such devices are often available in low-level bytecode forms. We propose in this paper a formal heap model for Java bytecode language, on top of which we can then provide separation logic support for further memory usage verification. Our low-level heap model for Java bytecode would allow us to reason about the size and alignment properties of primitive values stored in the heap. To support type-related reasoning such as guaranteeing type and alignment safety, this model is also lifted with both base types and user-defined classes. Based on such model, we have also defined a separation logic proof system whose assertions are interpreted using the lifted heap with types. We envision, with further extension, the system would provide good support for memory usage analysis and verification for mobile devices.","1530-1362","978-0-7695-3446-6","10.1109/APSEC.2008.72","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4724540","","Java;Logic devices;Software engineering;Helium;Computer science;Mobile computing;Safety;Security;Shape;Virtual machining","","2","","14","IEEE","22 Dec 2008","3-5 Dec. 2008","3-5 Dec. 2008","IEEE","IEEE Conferences"
