"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"You Q.; Huang Q.","You, Qi (60196837500); Huang, Qinghua (59893081000)","60196837500; 59893081000","Learning discriminative representations from integrated features for DOA estimation","2025","Journal of King Saud University - Computer and Information Sciences","37","10","323","","","1","10.1007/s44443-025-00356-0","https://www.scopus.com/pages/publications/105022450148?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105022450148"
"Pollitt F.; Fleury M.; Fazekas K.; Froleyks N.; Schidler A.; Schreiber D.; Biere A.","Pollitt, Florian (58095470000); Fleury, Mathias (57102825200); Fazekas, Katalin (57193430243); Froleyks, Nils (57203119549); Schidler, André (57214890000); Schreiber, Dominik (57208441079); Biere, Armin (8556731200)","58095470000; 57102825200; 57193430243; 57203119549; 57214890000; 57208441079; 8556731200","CaDiCaL 3.0","2026","Leibniz International Proceedings in Informatics, LIPIcs","377","","40","","","0","10.4230/LIPIcs.SAT.2026.40","https://www.scopus.com/pages/publications/105047779845?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105047779845"
"Joshi A.; Mane P.N.; Wani T.; Rozario C.","Joshi, Ameya (60535884100); Mane, Prathamesh Nathaji (60536075200); Wani, Tanvi (60535321800); Rozario, Catarina (60535506100)","60535884100; 60536075200; 60535321800; 60535506100","Development of EPICS-Based Modular Interfaces for Oscilloscope Integration in Particle Accelerator Systems","2025","2025 IEEE 4th International Conference for Advancement in Technology, ICONAT 2025","","","","","","0","10.1109/ICONAT66879.2025.11362674","https://www.scopus.com/pages/publications/105033876254?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105033876254"
"Adil M.; Fronza I.; Mikkonen T.; Ihantola P.; Iaccarino G.","Adil, Mahum (57205294653); Fronza, Ilenia (26643943400); Mikkonen, Tommi (57220096141); Ihantola, Petri (14019704700); Iaccarino, Gennaro (16549860900)","57205294653; 26643943400; 57220096141; 14019704700; 16549860900","GenAI as an instant, readily available co-developer: redefining software design process for AI native hybrid work","2026","Automated Software Engineering","33","3","94","","","0","10.1007/s10515-026-00648-3","https://www.scopus.com/pages/publications/105045457692?origin=resultslist","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105045457692"
"Putri A.D.P.; Sugiarto G.C.A.; Hartono S.; Reyes I.V.D.","Putri, Angeline Diva Pramana (60226934300); Sugiarto, Go Cindy Agustine (60226559000); Hartono, Sugiarto (57205022352); Reyes, Ian Val Delos (57213595155)","60226934300; 60226559000; 57205022352; 57213595155","SiPadi: An Android-Based Rice Disease Detection Application Using YOLOv8 with CPMAI Methodology - A Case Study in Kandri Village","2025","Procedia Computer Science","269","","","1161","1170","0","10.1016/j.procs.2025.09.057","https://www.scopus.com/pages/publications/105023980243?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105023980243"
"Alsubhi A.H.; Dardha O.; Gay S.J.","Alsubhi, Arwa Hameed (59197253700); Dardha, Ornela (55391360400); Gay, Simon J. (7202709950)","59197253700; 55391360400; 7202709950","Design and Evaluation of Coconut: Typestates for C++","2026","Science of Computer Programming","250","","103398","","","1","10.1016/j.scico.2025.103398","https://www.scopus.com/pages/publications/105024548015?origin=resultslist","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105024548015"
"Sahu A.; Murugan R.; Hashmi S.; Marandi A.K.; Kumar A.; Pund S.S.","Sahu, Amaresh (59469723400); Murugan, R. (36348538500); Hashmi, Sadaf (59673641700); Marandi, Arun Kumar (56900997000); Kumar, Amit (57211377781); Pund, Sachin S. (58496717900)","59469723400; 36348538500; 59673641700; 56900997000; 57211377781; 58496717900","AI-Based Security: Effective Load Balancing and Optimum Distribution of Resources for Enhancing Financial Cloud","2025","Journal of Internet Services and Information Security","15","2","","18","29","3","10.58346/JISIS.2025.I2.002","https://www.scopus.com/pages/publications/105012465646?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105012465646"
"Jung J.; Kim B.; Son H.; Jang D.; Lee B.; Cho J.","Jung, Junho (55273855800); Kim, BeomSeok (55616185500); Son, Heeseung (58804618700); Jang, Daehee (56417116500); Lee, Ben (57194159272); Cho, Jinsung (7403535766)","55273855800; 55616185500; 58804618700; 56417116500; 57194159272; 7403535766","A Segmented Stack Randomization for bare-metal IoT devices","2025","Computers and Security","151","","104342","","","3","10.1016/j.cose.2025.104342","https://www.scopus.com/pages/publications/85215844472?origin=resultslist","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85215844472"
"Wang Y.; Liang J.","Wang, Yibo (59732636400); Liang, Junbin (8536555800)","59732636400; 8536555800","Optimized Kuhn–Munkres with Dynamic Strategy Selection for Virtual Network Function Hot Backup Migration","2025","Electronics (Switzerland)","14","7","1328","","","0","10.3390/electronics14071328","https://www.scopus.com/pages/publications/105002391774?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105002391774"
"Klich L.; Marciniak M.; Sikorska-Czupryna S.","Klich, Leszek (57404994700); Marciniak, Marcin (58814741400); Sikorska-Czupryna, Sylwia (58019514800)","57404994700; 58814741400; 58019514800","Optimization of the laser cutting process by integrating an automatic storage and loading system with enterprise resource management integration","2025","Advances in Science and Technology Research Journal","19","4","","365","376","1","10.12913/22998624/200725","https://www.scopus.com/pages/publications/85219099951?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85219099951"
"Kimura K.; Ueda T.; Takei S.; Pramanta D.; Matsuzaki K.","Kimura, Kenji (55892927000); Ueda, Takumi (58131373100); Takei, So (59665646900); Pramanta, Dinda (57214232006); Matsuzaki, Kazutaka (59664846000)","55892927000; 58131373100; 59665646900; 57214232006; 59664846000","Algorithm Optimization for a Real-Time Teaching System for Electric Mini Rubik's Cubes","2025","International Conference on Electrical, Computer, Communications and Mechatronics Engineering, ICECCME 2025","","","","","","1","10.1109/ICECCME64568.2025.11277578","https://www.scopus.com/pages/publications/105031376612?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105031376612"
"Abbasi N.; Parsa S.; Zakeri M.","Abbasi, Narges (60690983600); Parsa, Saeed (8407441400); Zakeri, Morteza (57219747851)","60690983600; 8407441400; 57219747851","A Systematic Literature Review on Design for Testability Approaches in Software Systems","2026","ACM Computing Surveys","58","12","301","","","0","10.1145/3787493","https://www.scopus.com/pages/publications/105041854572?origin=resultslist","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105041854572"
"Rabbi M.F.","Rabbi, Mohammad Fazle (57219488464)","57219488464","Sustainable Reduced-Order Thermal Modeling for Energy-Efficient Real-Time Control of Grid-Scale Energy Storage Systems","2025","Sustainability (Switzerland)","17","21","9839","","","5","10.3390/su17219839","https://www.scopus.com/pages/publications/105021564973?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105021564973"
"Pradeep D.; Arun Sanjeev M.S.; Aswanth K.; Ganesh R.; Kumar Mohit M.","Pradeep, D. (57655186600); Arun Sanjeev, M.S. (60687003200); Aswanth, K. (60687483200); Ganesh, R. (60687483300); Kumar Mohit, M. (60687246400)","57655186600; 60687003200; 60687483200; 60687483300; 60687246400","DIGSAFE: A 5G-Enabled Smart Helmet for Worker Safety in Hazardous Environments","2026","IEEE International Conference on Current Trends in Advanced Computing: Where Technology Meets Expectations, ICCTAC 2026","","","","","","0","10.1109/ICCTAC68277.2026.11524539","https://www.scopus.com/pages/publications/105041476215?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105041476215"
"Zhao L.; Gao M.","Zhao, Lirong (60587246400); Gao, Mingjie (60586369200)","60587246400; 60586369200","Research on the Improved Dijkstra Algorithm and Its Application in Geographic Information Systems","2025","Proceedings of 2025 IEEE 4th International Conference of Safe Production and Informatization, IICSPI 2025","","","","576","583","0","10.1109/IICSPI66775.2025.11438204","https://www.scopus.com/pages/publications/105035997012?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105035997012"
"Benbrahim M.; Fang X.; Chen Z.","Benbrahim, Marouane (60250999100); Fang, Xin (56399908200); Chen, Zhiqian (36062786500)","60250999100; 56399908200; 36062786500","Sumo x PyPSA: Interactive Web Demo of Real-Time Urban Power-Traffic Co-Simulation with Vehicle-to-Grid","2026","WWW Companion 2026 - Companion Proceedings of the ACM Web Conference 2026","","","","180","183","0","10.1145/3774905.3793131","https://www.scopus.com/pages/publications/105042002614?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105042002614"
"Kalaiarasi K.; Sushma A.; Deepika R.; Celia B.R.; Arif M.; Nandagopal S.","Kalaiarasi, K. (57221917503); Sushma, A. (58026353100); Deepika, R. (60582755000); Celia, B.R. (59563499000); Arif, Mohammad (57050115600); Nandagopal, S. (60783523400)","57221917503; 58026353100; 60582755000; 59563499000; 57050115600; 60783523400","Real-Time Network Optimization via Hybrid MILP-Quantum Computing Framework","2025","Proceedings ICECONF 2025 - 2025 2nd International Conference on Artificial Intelligence and Knowledge Discovery in Concurrent Engineering","","","","","","0","10.1109/ICECONF65644.2025.11379546","https://www.scopus.com/pages/publications/105034746655?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105034746655"
"de Menezes D.Q.F.; Dias A.C.S.; Milão R.D.F.D.; Interlenghi S.F.; Novaes L.D.R.; Paiva T.F.; Maia J.G.S.S.; Teixeira A.M.","de Menezes, Diego Q.F. (57196727105); Dias, Ana C.S. (57194217889); Milão, Raquel de F.D. (57209572696); Interlenghi, Stefano F. (57195979595); Novaes, Leandro D.R. (58678245500); Paiva, Thamiris F. (57211683495); Maia, Jeiveison G.S.S. (57192195619); Teixeira, Alexandre M. (56810352800)","57196727105; 57194217889; 57209572696; 57195979595; 58678245500; 57211683495; 57192195619; 56810352800","Semi-empirical and statistical models for renewable liquid fuel process optimization","2026","Engineering Science and Technology, an International Journal","78","","102390","","","0","10.1016/j.jestch.2026.102390","https://www.scopus.com/pages/publications/105037031041?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105037031041"
"Dao T.-K.; Nguyen T.-T.","Dao, Thi-Kien (56241673600); Nguyen, Trong-The (55511468400)","56241673600; 55511468400","Carbon-Aware VM Placement via Surrogate-Guided Adaptive Swarm Optimization in Green Cloud Data Centers","2026","Sustainability (Switzerland)","18","12","6092","","","0","10.3390/su18126092","https://www.scopus.com/pages/publications/105043094010?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105043094010"
"Chameau C.; Caritu S.; Landry A.; Pellier D.; Monfort E.","Chameau, Cyril (59999015400); Caritu, Sophia (59999295300); Landry, Aurélie (36194076900); Pellier, Damien (12769915400); Monfort, Emmanuel (22433722700)","59999015400; 59999295300; 36194076900; 12769915400; 22433722700","Anticipating the adoption of technological innovations for robotic interaction with older adults","2025","Cognition, Technology and Work","27","4","","729","743","0","10.1007/s10111-025-00821-w","https://www.scopus.com/pages/publications/105010776757?origin=resultslist","Article","Final","","Scopus","2-s2.0-105010776757"
"Ding D.; Zhou H.; Jiang P.; Wang L.","Ding, Duoduo (59561770900); Zhou, Huan (59561624600); Jiang, Pan (57993682100); Wang, Lin (57215926461)","59561770900; 59561624600; 57993682100; 57215926461","Research on supermarket data of fresh food based on python analysis","2025","Proceedings of 2024 5th International Conference on Computer Science and Management Technology, ICCSMT 2024","","","","1441","1446","0","10.1145/3708036.3708279","https://www.scopus.com/pages/publications/85218044222?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-85218044222"
"Huang J.; Zhao S.; Zhang L.","Huang, Jiafeng (58663229000); Zhao, Shengjie (56328424800); Zhang, Lin (54796088600)","58663229000; 56328424800; 54796088600","E2-VINS: An Event-Enhanced Visual–Inertial SLAM Scheme for Dynamic Environments","2025","Applied Sciences (Switzerland)","15","3","1314","","","6","10.3390/app15031314","https://www.scopus.com/pages/publications/85218237348?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85218237348"
"Mohapatra B.; Dash R.; Bajaj M.; Avikal S.; Jadhao S.; Kahar K.","Mohapatra, Bhabasis (57876184500); Dash, Ritesh (56492397300); Bajaj, Mohit (57189048184); Avikal, Shwetank (55233703000); Jadhao, Saurabh (57113339500); Kahar, Kamlesh (57842082600)","57876184500; 56492397300; 57189048184; 55233703000; 57113339500; 57842082600","A Computational Intelligence Based Minimax Optimization for Optimal Automatic Generation Control under Uncertainty Constraints","2026","International Conference on Innovations in Communication, Geoscience and Robotics, ICICGR 2026","","","","","","0","10.1109/ICICGR68236.2026.11600359","https://www.scopus.com/pages/publications/105046214548?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105046214548"
"Makwa Z.; Widihastuti W.; Fajaryati N.","Makwa, Zianatul (60647507800); Widihastuti, Widihastuti (57221601024); Fajaryati, Nuryake (57205293785)","60647507800; 57221601024; 57205293785","A Hybrid AI-Assisted Analytical Approach for Instrument Validation in Vocational Education Using R and Shiny","2026","Proceedings of 2026 18th International Conference on Computer Research and Development, ICCRD 2026","","","","216","224","0","10.1145/3796263.3796293","https://www.scopus.com/pages/publications/105039904861?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105039904861"
"Ebrahimian M.; Afandizadeh S.; Naderan A.","Ebrahimian, Mohammad (60717207300); Afandizadeh, Shahriar (24449374800); Naderan, Ali (35219185500)","60717207300; 24449374800; 35219185500","Dynamic Road-Network Hybrid Optimization for Vehicle-Based Emergency Evacuation (Case Study: Qom)","2026","Complexity","2026","1","4292477","","","0","10.1155/cplx/4292477","https://www.scopus.com/pages/publications/105043450389?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105043450389"
"Jakubickova M.; Zbudilova M.; Suriak M.; Vitkova H.","Jakubickova, Marketa (57202469794); Zbudilova, Michaela (60168449600); Suriak, Martin (59316389500); Vitkova, Helena (36521691000)","57202469794; 60168449600; 59316389500; 36521691000","NANOSLAST: Nanopore Signal Local Alignment and Segmentation Tool","2025","Proceedings of the World Congress on Electrical Engineering and Computer Systems and Science","","","","","","1","10.11159/icbes25.151","https://www.scopus.com/pages/publications/105021442091?origin=resultslist","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-105021442091"
"Samimi N.; Abeni L.; Casini D.; Marinoni M.; Basten T.; Nasri M.; Geilen M.; Biondi A.","Samimi, Nasim (56031550700); Abeni, Luca (55922066400); Casini, Daniel (57198886044); Marinoni, Mauro (7003668303); Basten, Twan (6701835694); Nasri, Mitra (25641883700); Geilen, Marc (6603313013); Biondi, Alessandro (56341544700)","56031550700; 55922066400; 57198886044; 7003668303; 6701835694; 25641883700; 6603313013; 56341544700","Enabling Containerisation of Distributed Applications with Real-Time Constraints","2025","Leibniz International Proceedings in Informatics, LIPIcs","335","","3","","","4","10.4230/LIPIcs.ECRTS.2025.3","https://www.scopus.com/pages/publications/105010641682?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105010641682"
"Shi J.; Yu Y.; Gu J.; Xia Y.","Shi, Jiacheng (58108958700); Yu, Yang (59699305300); Gu, Jinyu (57196063512); Xia, Yubin (7403027696)","58108958700; 59699305300; 57196063512; 7403027696","A Hardware-Software Co-Design for Efficient Secure Containers","2025","EuroSys 2025 - Proceedings of the 2025 20th European Conference on Computer Systems","","","","1229","1245","1","10.1145/3689031.3717473","https://www.scopus.com/pages/publications/105002217805?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105002217805"
"Gao Y.; Su L.-H.; Morris J.; Atiq S.Z.","Gao, Yang (60535532800); Su, Lu-Hung (60536100300); Morris, Jeremy (60535812700); Atiq, Syedah Zahra (56764707000)","60535532800; 60536100300; 60535812700; 56764707000","Live Feedback, Deeper Insights: Categorizing Java Syntax Errors in an Intelligent Online IDE for Novices","2026","SIGCSE TS 2026 - Proceedings of the 57th ACM Technical Symposium on Computer Science Education V.2","","","","1341","1342","0","10.1145/3770761.3777268","https://www.scopus.com/pages/publications/105033878578?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105033878578"
"Zhang C.; Ren Y.; Huang Q.; Chen R.","Zhang, Chao (56058507300); Ren, Yuhao (58174448100); Huang, Qihang (59521241600); Chen, Renpeng (26643489500)","56058507300; 58174448100; 59521241600; 26643489500","A quality index for construction big data in shield tunneling","2025","Engineering Applications of Artificial Intelligence","156","","111023","","","1","10.1016/j.engappai.2025.111023","https://www.scopus.com/pages/publications/105005414581?origin=resultslist","Article","Final","","Scopus","2-s2.0-105005414581"
"Malhotra A.; Jun Y.; Patel V.V.; Malarvizhi S.; Suganya S.; Bhan S.; Utpat K.M.; Sobirovna B.K.","Malhotra, Abhiraj (58195199100); Jun, Yu (60777298700); Patel, Vikram V. (59526512900); Malarvizhi, S. (23991109700); Suganya, S. (60706968300); Bhan, Suraj (57274458700); Utpat, Kaustubh Milind (57866430200); Sobirovna, Boymirzayeva Khurshida (60777801100)","58195199100; 60777298700; 59526512900; 23991109700; 60706968300; 57274458700; 57866430200; 60777801100","Operational Resilience in Industrial Systems: Latency-Aware and Adaptive Architectures","2026","International Journal of Artificial Intelligence and Machine Learning","6","6s","","179","188","0","10.51483/IJAIML.6.6s.2026.179-188","https://www.scopus.com/pages/publications/105046695895?origin=resultslist","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105046695895"
"Kuyumcu A.; Karabacak M.; Boz A.F.","Kuyumcu, Ali (57200142169); Karabacak, Murat (36809894200); Boz, Ali Fuat (6602842609)","57200142169; 36809894200; 6602842609","High-Fidelity Modeling and Stability Analysis of Microgrids by Considering Time Delay","2025","Electronics (Switzerland)","14","8","1625","","","2","10.3390/electronics14081625","https://www.scopus.com/pages/publications/105003725679?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105003725679"
"Gopal B.M.; Reddy Y.N.; Siddhartha C.B.; Shaik R.; Krishnapriya P S.","Gopal, Boddu Madan (59300498700); Reddy, Yatham Nitish (59256312700); Siddhartha, Chakka Bhargava (59299910000); Shaik, Rashmi (60170626700); Krishnapriya P, S. (60170851000)","59300498700; 59256312700; 59299910000; 60170626700; 60170851000","Real-Time News Aggregation and Sentiment Analysis Using Web Scraping and Firebase Integration","2025","Proceedings of the 9th International Conference on Inventive Systems and Control, ICISC 2025","","","","1043","1049","1","10.1109/ICISC65841.2025.11187561","https://www.scopus.com/pages/publications/105020969360?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105020969360"
"Ma Y.; Guo J.; Dubs A.B.; Ganko K.; Braatz R.D.","Ma, Yingjie (57194684080); Guo, Jing (59345058000); Dubs, Alexis B. (58491489400); Ganko, Krystian (58492464100); Braatz, Richard D. (7005734090)","57194684080; 59345058000; 58491489400; 58492464100; 7005734090","Adaptive nonlinear model predictive control of monoclonal antibody glycosylation in CHO cell culture","2026","Control Engineering Practice","169","","106731","","","3","10.1016/j.conengprac.2025.106731","https://www.scopus.com/pages/publications/105026839801?origin=resultslist","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-105026839801"
"Rozaki M.F.; Ng K.M.; Salehtine A.N.A.; Zaman F.H.K.; Abdullah S.A.C.; Rahim A.A.A.; Salleh F.","Rozaki, M.F. (60206771200); Ng, K.M. (36176250900); Salehtine, A.N.A. (60206619600); Zaman, F.H.K. (57211748029); Abdullah, S.A.C. (54406628500); Rahim, A.A.Ab (56803383000); Salleh, F. (59549546700)","60206771200; 36176250900; 60206619600; 57211748029; 54406628500; 56803383000; 59549546700","Development of On-Board Truck Weighing System based on Linear Strain from Truck Structure","2025","2025 IEEE 8th International Conference on Electrical, Electronics, and System Engineering: Engineering Education 5.0: Innovation, Intelligence, and Impact, ICEESE 2025","","","","161","166","1","10.1109/ICEESE66784.2025.11212653","https://www.scopus.com/pages/publications/105022592976?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105022592976"
"Harini B.; Mp G.; Manju M.","Harini, B. (59155460800); Mp, Gouri (59156025700); Manju, M. (58787587600)","59155460800; 59156025700; 58787587600","AI-Driven Vegetation Monitoring and Fire Risk Mitigation for Wildfire Prevention and Powerline Safety","2025","Proceedings of 2025 3rd International Conference on Intelligent Systems, Advanced Computing, and Communication, ISACC 2025","","","","145","150","1","10.1109/ISACC65211.2025.10969250","https://www.scopus.com/pages/publications/105005175644?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105005175644"
"Wang W.; Li T.; Yu N.; Gao S.; Zhang W.; Huang C.; Yuan L.","Wang, Wuji (58700189300); Li, Tianyang (55885432600); Yu, Nian (37098408200); Gao, Song (57192815281); Zhang, Wei (60722665600); Huang, Cheng (57001512500); Yuan, Lin (60723135000)","58700189300; 55885432600; 37098408200; 57192815281; 60722665600; 57001512500; 60723135000","Deep-Penetrating Uncrewed Aerial Vehicle-Based Ground-Penetrating Radar for Landslide Surveys: A framework for high-resolution migration imaging and bedrock interface extraction","2026","IEEE Geoscience and Remote Sensing Magazine","14","4","","90","110","1","10.1109/MGRS.2026.3702334","https://www.scopus.com/pages/publications/105043722686?origin=resultslist","Article","Final","","Scopus","2-s2.0-105043722686"
"Talero-Sarmiento L.H.; Lamos-Diaz H.; Marquez-Gonzalez J.D.","Talero-Sarmiento, Leonardo H. (57195373615); Lamos-Diaz, Henry (8586693500); Marquez-Gonzalez, Juan D. (59937770700)","57195373615; 8586693500; 59937770700","Optimizing cocoa biomass density through integrated irrigation and drainage management under water stress: A linear programming approach","2025","Ecological Informatics","90","","103262","","","3","10.1016/j.ecoinf.2025.103262","https://www.scopus.com/pages/publications/105007725842?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105007725842"
"Liu V.; Kazi R.H.; Wei L.-Y.; Fisher M.; Langlois T.; Walker S.; Chilton L.","Liu, Vivian (57224012681); Kazi, Rubaiat Habib (39361806100); Wei, Li-Yi (14523963300); Fisher, Matthew (11539592400); Langlois, Timothy (56316626100); Walker, Seth (57192154806); Chilton, Lydia (35174165400)","57224012681; 39361806100; 14523963300; 11539592400; 56316626100; 57192154806; 35174165400","LogoMotion: Visually-Grounded Code Synthesis for Creating and Editing Animation","2025","Conference on Human Factors in Computing Systems - Proceedings ","","","157","","","13","10.1145/3706598.3714155","https://www.scopus.com/pages/publications/105005733488?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105005733488"
"Mansour R.; Serafinelli C.; Jesus R.; Fantoni A.","Mansour, Rima (57223601396); Serafinelli, Caterina (57223632670); Jesus, Rui (23012170100); Fantoni, Alessandro (7006535604)","57223601396; 57223632670; 23012170100; 7006535604","Mobile Platform for Continuous Screening of Clear Water Quality Using Colorimetric Plasmonic Sensing","2025","Information (Switzerland)","16","8","683","","","1","10.3390/info16080683","https://www.scopus.com/pages/publications/105014323038?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105014323038"
"Jia F.; Dong Y.; Han R.; Huang P.; Liu M.; Ma F.; Zhang J.","Jia, Fuqi (57336381700); Dong, Yuhang (58998983700); Han, Rui (56414038300); Huang, Pei (57202962705); Liu, Minghao (59760910700); Ma, Feifei (25632603300); Zhang, Jian (57219348144)","57336381700; 58998983700; 56414038300; 57202962705; 59760910700; 25632603300; 57219348144","A Complete Algorithm for Optimization Modulo Nonlinear Real Arithmetic","2025","Proceedings of the AAAI Conference on Artificial Intelligence","39","11","","11255","11263","3","10.1609/aaai.v39i11.33224","https://www.scopus.com/pages/publications/105003904485?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105003904485"
"Filipova-Petrakieva S.","Filipova-Petrakieva, Simona (57195100645)","57195100645","Mobile Application for Online Control and Booking of Free Parking Spots","2026","Technologies","14","7","448","","","0","10.3390/technologies14070448","https://www.scopus.com/pages/publications/105045961161?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105045961161"
"Zhang M.; Zhang J.; Fang F.; Zhang G.","Zhang, Mingyang (59768211400); Zhang, Junkang (58699424800); Fang, Faming (35753184800); Zhang, Guixu (55803635500)","59768211400; 58699424800; 35753184800; 55803635500","Decoupling Scattering: Pseudo-Label Guided NeRF for Scenes with Scattering Media","2025","Proceedings of the AAAI Conference on Artificial Intelligence","39","10","","10031","10039","3","10.1609/aaai.v39i10.33088","https://www.scopus.com/pages/publications/105004168229?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105004168229"
"Santos Cruz A.U.; Lee J.-W.; Lee W.","Santos Cruz, Armando Ulises (59275570900); Lee, Jun-Whan (55850200600); Lee, Wonhyun (58314955600)","59275570900; 55850200600; 58314955600","PyFlood: Rapid high-resolution coastal flood mapping with digital elevation model, land cover and water level data","2026","Environmental Modelling and Software","203","","107010","","","0","10.1016/j.envsoft.2026.107010","https://www.scopus.com/pages/publications/105037887800?origin=resultslist","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105037887800"
"Veltmeijer E.; Franken M.; Gerritsen C.","Veltmeijer, Emmeke (57211801749); Franken, Morris (55926236400); Gerritsen, Charlotte (23090756900)","57211801749; 55926236400; 23090756900","Real-time violence detection and localization through subgroup analysis","2025","Multimedia Tools and Applications","84","7","","3793","3807","12","10.1007/s11042-024-19144-5","https://www.scopus.com/pages/publications/85191968177?origin=resultslist","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85191968177"
"Ding J.; Zhao B.; Wang Y.; Liu X.; Hao R.; Chatterjee I.; Shi Y.","Ding, Jiexin (57568049300); Zhao, Bowen (57215312805); Wang, Yuntao (53867328700); Liu, Xinyun (59657209700); Hao, Rui (58262121400); Chatterjee, Ishan (57219614047); Shi, Yuanchun (7404964393)","57568049300; 57215312805; 53867328700; 59657209700; 58262121400; 57219614047; 7404964393","Unknown Word Detection for English as a Second Language (ESL) Learners using Gaze and Pre-trained Language Models","2025","Conference on Human Factors in Computing Systems - Proceedings ","","","650","","","1","10.1145/3706598.3714181","https://www.scopus.com/pages/publications/105005734340?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105005734340"
"Prawinkumar R.; Sathana S.; Dinesh Kumar K.; Ranjith Kumar K.; Radhika R.; Ajeeth A.","Prawinkumar, R. (60728751100); Sathana, S. (59778311900); Dinesh Kumar, K. (60728868900); Ranjith Kumar, K. (60728869000); Radhika, R. (60728574700); Ajeeth, A. (60033748100)","60728751100; 59778311900; 60728868900; 60728869000; 60728574700; 60033748100","An Intelligent Surveillance System for Smokingrelated Risk Detection in Campus Zones","2026","Proceedings of 4th International Conference on Self Sustainable Artificial Intelligence Systems, ICSSAS 2026","","","","277","282","0","10.1109/ICSSAS68835.2026.11559427","https://www.scopus.com/pages/publications/105044146848?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105044146848"
"West J.; Cagiltay B.; Zhang S.; Li J.; Fawaz K.; Banerjee S.","West, Jack (57217151125); Cagiltay, Bengisu (57217587286); Zhang, Shirley (59463025800); Li, Jingjie (57205694120); Fawaz, Kassem (24376239000); Banerjee, Suman (55323693100)","57217151125; 57217587286; 59463025800; 57205694120; 24376239000; 55323693100","""Impressively Scary:' Exploring User Perceptions and Reactions to Unraveling Machine Learning Models in Social Media Applications","2025","Conference on Human Factors in Computing Systems - Proceedings ","","","818","","","2","10.1145/3706598.3713256","https://www.scopus.com/pages/publications/105005733494?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105005733494"
