"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Samaana H.; Costa D.E.; Shihab E.; Abdellatif A.","Samaana, Haya (59299650400); Costa, Diego Elias (57198365954); Shihab, Emad (23566819100); Abdellatif, Ahmad (57208187325)","59299650400; 57198365954; 23566819100; 57208187325","A Machine Learning-Based Approach For Detecting Malicious PyPI Packages","2025","Proceedings of the ACM Symposium on Applied Computing","","","","1617","1626","6","10.1145/3672608.3707756","https://www.scopus.com/pages/publications/105006427971?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105006427971"
"Akhoundali J.; Hamidi H.; Rietveld K.; Gadyatskaya O.","Akhoundali, Jafar (59239710800); Hamidi, Hamidreza (59956049500); Rietveld, Kristian (55777637700); Gadyatskaya, Olga (25521944400)","59239710800; 59956049500; 55777637700; 25521944400","Eradicating the Unseen: Detecting, Exploiting, and Remediating a Path Traversal Vulnerability across GitHub","2025","Proceedings of the ACM Conference on Computer and Communications Security","","","","542","558","2","10.1145/3708821.3736220","https://www.scopus.com/pages/publications/105015953327?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105015953327"
"Hajiabadi A.; Carlson T.E.","Hajiabadi, Ali (57222555349); Carlson, Trevor E. (26424942200)","57222555349; 26424942200","Cassandra: Efficient Enforcement of Sequential Execution for Cryptographic Programs","2025","Proceedings - International Symposium on Computer Architecture","","","","78","91","2","10.1145/3695053.3731048","https://www.scopus.com/pages/publications/105009598894?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105009598894"
"Deriyeva A.; Dannath J.; Paassen B.","Deriyeva, Alina (58613765200); Dannath, Jesper (57208343896); Paassen, Benjamin (56140047200)","58613765200; 57208343896; 56140047200","SCRIPT: Implementing an Intelligent Tutoring System for Programming in a German University Context","2025","Communications in Computer and Information Science","2590 CCIS","","","168","177","1","10.1007/978-3-031-99261-2_16","https://www.scopus.com/pages/publications/105012424374?origin=resultslist","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-105012424374"
"Feng P.; Xi N.; Jin J.; Zhang J.; Ma J.","Feng, Pengbin (57193787507); Xi, Ning (57202806352); Jin, Jiong (24465681500); Zhang, Jun (57198771239); Ma, Jianfeng (25621725700)","57193787507; 57202806352; 24465681500; 57198771239; 25621725700","Flash: Federated Graph Learning-Based Malicious Bash Script Detection for Industrial Cyber–Physical Systems","2025","IEEE Transactions on Industrial Informatics","21","6","","4979","4989","3","10.1109/TII.2025.3552649","https://www.scopus.com/pages/publications/105001955708?origin=resultslist","Article","Final","","Scopus","2-s2.0-105001955708"
"Stites S.; Li J.M.; Holtzen S.","Stites, Sam (57222475267); Li, John M. (58197234900); Holtzen, Steven (57189006454)","57222475267; 58197234900; 57189006454","Multi-Language Probabilistic Programming","2025","Proceedings of the ACM on Programming Languages","9","OOPSLA1","124","","","1","10.1145/3720482","https://www.scopus.com/pages/publications/105003456866?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105003456866"
"Maulida R.; Haryadi D.; Yutia S.N.","Maulida, Ricka (60571110000); Haryadi, Deny (57549139500); Yutia, Syifa Nurgaida (57215112323)","60571110000; 57549139500; 57215112323","Optimizing Memory-Based Malware Detection Using Logistic Regression and Stochastic Gradient Descent Algorithms","2025","2025 International Conference on ICT for Smart Society, ICISS 2025","","","","","","0","10.1109/ICISS66954.2025.11389254","https://www.scopus.com/pages/publications/105035297623?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105035297623"
"Sharma V.; Lam P.","Sharma, Vinayak (60175491800); Lam, Patrick (8539675700)","60175491800; 8539675700","Detecting Exception-Related Behavioural Breaking Changes with UnCheckGuard","2025","Proceedings - 2025 IEEE International Conference on Source Code Analysis and Manipulation, SCAM 2025","","","","1","12","0","10.1109/SCAM67354.2025.00008","https://www.scopus.com/pages/publications/105020849319?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105020849319"
"Sobhani G.; Haque I.; Sharma T.","Sobhani, Ghazal (59963386700); Haque, Israat (14628835400); Sharma, Tushar (25224153100)","59963386700; 14628835400; 25224153100","It Works (only) on My Machine: A Study on Reproducibility Smells in Ansible Scripts","2025","Proceedings - 2025 IEEE/ACM 22nd International Conference on Mining Software Repositories, MSR 2025","","","","384","395","0","10.1109/MSR66628.2025.00069","https://www.scopus.com/pages/publications/105009107705?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105009107705"
"Kumar B.R.; Rohini A.; Kumar A.S.; Sravanthi A.; Darapureddy A.; Padmasri Y.","Kumar, B. Ravi (58277269900); Rohini, A. (57211295192); Kumar, Anand S. (60560382100); Sravanthi, Anusuri (60560382200); Darapureddy, Anusha (60560531800); Padmasri, Yarlagadda (60560382300)","58277269900; 57211295192; 60560382100; 60560382200; 60560531800; 60560382300","Analysis of Condition Coverage in Python Programs","2025","16th International Conference on Advances in Computing, Control, and Telecommunication Technologies, ACT 2025","2","","","15174","15177","0","","https://www.scopus.com/pages/publications/105034840327?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105034840327"
"Ramamoorthy J.; Shashidhar N.K.; Varol C.","Ramamoorthy, Jayanthi (58552958400); Shashidhar, Narasimha K. (24491087900); Varol, Cihan (15128176200)","58552958400; 24491087900; 15128176200","Automated Static Analysis of Linux ELF Malware: Framework and Application","2025","ISDFS 2025 - 13th International Symposium on Digital Forensics and Security","","","","","","1","10.1109/ISDFS65363.2025.11012103","https://www.scopus.com/pages/publications/105008495953?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105008495953"
"Xenos G.; Serpanos D.","Xenos, Georgios (57222598907); Serpanos, Dimitrios (35876518100)","57222598907; 35876518100","Cross-Silo Federated Learning in Security Operations Centers for effective malware detection","2025","International Journal of Information Security","24","4","185","","","2","10.1007/s10207-025-01101-4","https://www.scopus.com/pages/publications/105011984436?origin=resultslist","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105011984436"
"Stemmler F.; Schwarz M.; Erhard J.; Tilscher S.; Seidl H.","Stemmler, Fabian (59861429500); Schwarz, Michael (57238337800); Erhard, Julian (57215005039); Tilscher, Sarah (57908913600); Seidl, Helmut (7006399974)","59861429500; 57238337800; 57215005039; 57908913600; 7006399974","Taking Out the Toxic Trash: Recovering Precision in Mixed Flow-Sensitive Static Analyses","2025","Proceedings of the ACM on Programming Languages","9","","194","","","4","10.1145/3729297","https://www.scopus.com/pages/publications/105008269133?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105008269133"
"Azzolini D.; Forti S.; Ielo A.","Azzolini, Damiano (57204126073); Forti, Stefano (57195946378); Ielo, Antonio (57413339500)","57204126073; 57195946378; 57413339500","Continuous reasoning for adaptive container image distribution in the cloud–edge continuum","2025","Cluster Computing","28","7","461","","","2","10.1007/s10586-025-05253-9","https://www.scopus.com/pages/publications/105012281940?origin=resultslist","Article","Final","","Scopus","2-s2.0-105012281940"
"Cai Z.; Cai Y.; Leng T.; Zhou H.; Xie X.; Sun Y.; Chai Y.; Qiu J.","Cai, Zhenqi (60143893000); Cai, Yongxin (59729764300); Leng, Tao (57433783700); Zhou, Huacong (59130963200); Xie, Xiaobin (60143801800); Sun, Yifei (57216952436); Chai, Yuhan (57207122665); Qiu, Jing (36618093000)","60143893000; 59729764300; 57433783700; 59130963200; 60143801800; 57216952436; 57207122665; 36618093000","MalGuard: Malicious Package Detection Based on Dual Validation of Rule Scanning and Large Language Model","2025","Proceedings - 2025 IEEE 10th International Conference on Data Science in Cyberspace, DSC 2025","","","","287","294","0","10.1109/DSC67331.2025.00044","https://www.scopus.com/pages/publications/105033069584?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105033069584"
"Michel J.; Lee W.; Yang H.","Michel, Jesse (57219767529); Lee, Wonyeol (57208443792); Yang, Hongseok (55153940300)","57219767529; 57208443792; 55153940300","Semantics of Integrating and Differentiating Singularities","2025","Proceedings of the ACM on Programming Languages","9","","164","","","0","10.1145/3729263","https://www.scopus.com/pages/publications/105008271213?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105008271213"
"Garu A.; Nguyen D.N.","Garu, Amit (59517664900); Nguyen, Duong N. (57191444481)","59517664900; 57191444481","Using Machine Learning for Analysis of Consistency Faults in Distributed Computations","2025","2025 Cyber Awareness and Research Symposium, CARS 2025","","","","","","0","10.1109/CARS67163.2025.11337629","https://www.scopus.com/pages/publications/105033574729?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105033574729"
"Dong H.; Yang J.; Deng X.; Jiang Y.; Pekhimenko G.; Long F.; Si X.","Dong, Honghua (57210645677); Yang, Jiacheng (58774708600); Deng, Xun (58627955100); Jiang, Yuhe (58666399600); Pekhimenko, Gennady (55390763700); Long, Fan (57217226236); Si, Xujie (57191053690)","57210645677; 58774708600; 58627955100; 58666399600; 55390763700; 57217226236; 57191053690","TYPYBENCH: Evaluating LLM Type Inference for Untyped Python Repositories","2025","Proceedings of Machine Learning Research","267","","","14203","14230","0","","https://www.scopus.com/pages/publications/105023503363?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105023503363"
"Zhong S.; Liu J.; Arpaci-Dusseau A.; Arpaci-Dusseau R.","Zhong, Shawn (57321650500); Liu, Jing (57209225839); Arpaci-Dusseau, Andrea (6602169729); Arpaci-Dusseau, Remzi (6602342083)","57321650500; 57209225839; 6602169729; 6602342083","Revealing the Unstable Foundations of eBPF-Based Kernel Extensions","2025","EuroSys 2025 - Proceedings of the 2025 20th European Conference on Computer Systems","","","","21","41","4","10.1145/3689031.3717497","https://www.scopus.com/pages/publications/105002219557?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105002219557"
"Nurollahian S.; Keuning H.; Wiese E.","Nurollahian, Sara (58138743200); Keuning, Hieke (56644624100); Wiese, Eliane (56335976300)","58138743200; 56644624100; 56335976300","Teaching Well-Structured Code: A Literature Review of Instructional Approaches","2025","Software Engineering Education Conference, Proceedings","","","","205","216","6","10.1109/CSEET66350.2025.00027","https://www.scopus.com/pages/publications/105008499072?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105008499072"
"Aldrich M.W.; Levin K.H.; Coblenz M.; Foster J.S.","Aldrich, Mark W. (57782647400); Levin, Kyla H. (58978219800); Coblenz, Michael (6504397394); Foster, Jeffrey S. (7403380901)","57782647400; 58978219800; 6504397394; 7403380901","RestPi: Path-Sensitive Type Inference for REST APIs","2025","Proceedings of the ACM on Programming Languages","9","OOPSLA2","","144","165","0","10.1145/3763055","https://www.scopus.com/pages/publications/105018581865?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105018581865"
"Gupta A.; Henzinger T.A.; Kueffner K.; Mallik K.; Pape D.","Gupta, Ashutosh (56688835600); Henzinger, Thomas A. (7004449411); Kueffner, Konstantin (57209345570); Mallik, Kaushik (57190580899); Pape, David (57679606000)","56688835600; 7004449411; 57209345570; 57190580899; 57679606000","Monitoring Robustness and Individual Fairness","2025","Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining","2","","","790","801","4","10.1145/3711896.3737054","https://www.scopus.com/pages/publications/105014587855?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105014587855"
"Malakar S.; Ernst M.D.; Kellogg M.; Sridharan M.","Malakar, Sanjay (57222904021); Ernst, Michael D. (36916423000); Kellogg, Martin (57192096157); Sridharan, Manu (12139909800)","57222904021; 36916423000; 57192096157; 12139909800","Repairing Leaks in Resource Wrappers","2025","Proceedings - 2025 40th IEEE/ACM International Conference on Automated Software Engineering, ASE 2025","","","","828","840","0","10.1109/ASE63991.2025.00074","https://www.scopus.com/pages/publications/105034693987?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105034693987"
"Zhang Y.; Li Y.; Meredith G.; Zheng K.; Li X.","Zhang, Yang (59157771700); Li, Yanlei (59480450200); Meredith, Grant (41861955800); Zheng, Kun (57205196717); Li, Xiaobin (57224145817)","59157771700; 59480450200; 41861955800; 57205196717; 57224145817","Move method refactoring recommendation based on deep learning and LLM-generated information","2025","Information Sciences","697","","121753","","","15","10.1016/j.ins.2024.121753","https://www.scopus.com/pages/publications/85212534086?origin=resultslist","Article","Final","","Scopus","2-s2.0-85212534086"
"Xie L.; Li Z.; Pei Y.; Wen Z.; Liu K.; Zhang T.; Li X.","Xie, Linna (57226572651); Li, Zhong (57202458103); Pei, Yu (57226393180); Wen, Zhongzhen (59353368700); Liu, Kui (57203748234); Zhang, Tian (7404374507); Li, Xuandong (57205478819)","57226572651; 57202458103; 57226393180; 59353368700; 57203748234; 7404374507; 57205478819","PReMM: LLM-Based Program Repair for Multi-method Bugs via Divide and Conquer","2025","Proceedings of the ACM on Programming Languages","9","OOPSLA2","","1316","1344","2","10.1145/3763097","https://www.scopus.com/pages/publications/105018673424?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105018673424"
"Aronés E.; Espinal J.; Salas C.","Aronés, Erick (60167189000); Espinal, Jefferson (60167003900); Salas, Cesar (58929720500)","60167189000; 60167003900; 58929720500","App2: software solution for apple leaf disease detection based on deep learning (CNN+SVM)","2025","Frontiers in Artificial Intelligence","8","","1648867","","","2","10.3389/frai.2025.1648867","https://www.scopus.com/pages/publications/105020575892?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105020575892"
"Cotroneo D.; De Luca R.; Liguori P.","Cotroneo, Domenico (6603263234); De Luca, Roberta (59001049000); Liguori, Pietro (57205390161)","6603263234; 59001049000; 57205390161","DeVAIC: A tool for security assessment of AI-generated code","2025","Information and Software Technology","177","","107572","","","17","10.1016/j.infsof.2024.107572","https://www.scopus.com/pages/publications/85204489350?origin=resultslist","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85204489350"
"Oldani M.; Blair W.; Shinde S.; Neugschwandtner M.","Oldani, Matteo (59500753900); Blair, William (57194147478); Shinde, Shweta (55949231100); Neugschwandtner, Matthias (23668399600)","59500753900; 57194147478; 55949231100; 23668399600","Monocle: Transient Execution Proof Memory Views for Runtime Compiled Code","2025","Proceedings of the ACM Conference on Computer and Communications Security","","","","1188","1202","0","10.1145/3708821.3733887","https://www.scopus.com/pages/publications/105015962385?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105015962385"
"Ferrari A.; Spoletini P.","Ferrari, Alessio (55765001561); Spoletini, Paola (14046113800)","55765001561; 14046113800","Formal requirements engineering and large language models: A two-way roadmap","2025","Information and Software Technology","181","","107697","","","41","10.1016/j.infsof.2025.107697","https://www.scopus.com/pages/publications/85218347470?origin=resultslist","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85218347470"
"Berciu L.-M.; Motogna S.; Picus O.; Molnar A.-J.","Berciu, Liviu-Marian (58566012800); Motogna, Simona (24438406300); Picus, Oskar (57871624500); Molnar, Arthur-Jozsef (56513388200)","58566012800; 24438406300; 57871624500; 56513388200","Exploring the relation between source code commit information and SonarQube issues","2025","Procedia Computer Science","270","","","841","850","2","10.1016/j.procs.2025.09.204","https://www.scopus.com/pages/publications/105024077209?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105024077209"
"Jiang Z.; Wen M.; Wen G.; Jin H.","Jiang, Zongze (58751345900); Wen, Ming (56111949000); Wen, Ge (60555448500); Jin, Hai (56434989100)","58751345900; 56111949000; 60555448500; 56434989100","Fact-Aligned and Template-Constrained Static Analyzer Rule Enhancement with LLMs","2025","Proceedings - 2025 40th IEEE/ACM International Conference on Automated Software Engineering, ASE 2025","","","","1642","1654","1","10.1109/ASE63991.2025.00138","https://www.scopus.com/pages/publications/105034666157?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105034666157"
"Brodo L.; Bruni R.; Falaschi M.; Gori R.; Milazzo P.","Brodo, Linda (23395914900); Bruni, Roberto (7101897781); Falaschi, Moreno (7004184628); Gori, Roberta (56236493200); Milazzo, Paolo (12795911600)","23395914900; 7101897781; 7004184628; 56236493200; 12795911600","Attractor and Slicing Analysis of a T Cell Differentiation Model Based on Reaction Systems","2025","Lecture Notes in Computer Science","14618 LNCS","","","69","89","3","10.1007/978-3-031-87217-4_4","https://www.scopus.com/pages/publications/105003857314?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105003857314"
"Lei H.; Wong T.L.; Lim T.M.; Zhao X.; Tew Y.; Wu S.","Lei, Hengxin (57194706208); Wong, Thein Lai (57440950200); Lim, Tong Ming (59402485700); Zhao, Xiangfu (56495688900); Tew, Yiqi (25227863200); Wu, Shuang (58308856600)","57194706208; 57440950200; 59402485700; 56495688900; 25227863200; 58308856600","Vulnerability Smart Contract Detection Model based on CUR Matrix Decomposition","2025","Proceedings of the 2025 IEEE International Conference on Computation, Big-Data and Engineering, ICCBE 2025","","","","994","998","0","10.1109/ICCBE65177.2025.11255968","https://www.scopus.com/pages/publications/105031106815?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105031106815"
"Williams L.; Benedetti G.; Hamer S.; Paramitha R.; Rahman I.; Tamanna M.; Tystahl G.; Zahan N.; Morrison P.; Acar Y.; Cukier M.; Kästner C.; Kapravelos A.; Wermke D.; Enck W.","Williams, Laurie (35565101900); Benedetti, Giacomo (57847280900); Hamer, Sivana (57234711200); Paramitha, Ranindya (57440841600); Rahman, Imranur (58705718600); Tamanna, Mahzabin (57668458600); Tystahl, Greg (58689393400); Zahan, Nusrat (60212433800); Morrison, Patrick (55800525800); Acar, Yasemin (55837116400); Cukier, Michel (6603803353); Kästner, Christian (35547901100); Kapravelos, Alexandros (27267717100); Wermke, Dominik (57197866694); Enck, William (14033956700)","35565101900; 57847280900; 57234711200; 57440841600; 58705718600; 57668458600; 58689393400; 60212433800; 55800525800; 55837116400; 6603803353; 35547901100; 27267717100; 57197866694; 14033956700","Research Directions in Software Supply Chain Security","2025","ACM Transactions on Software Engineering and Methodology","34","5","146","","","51","10.1145/3714464","https://www.scopus.com/pages/publications/105008818163?origin=resultslist","Article","Final","","Scopus","2-s2.0-105008818163"
"Iqbal T.; Wu G.; Iqbal Z.; Mahmood M.B.; Shafique A.; Guo W.","Iqbal, Tahir (59226380400); Wu, Guowei (7404976135); Iqbal, Zahid (59695477300); Mahmood, Muhammad Bilal (57559827000); Shafique, Amreen (59470172300); Guo, Wenbo (57267203800)","59226380400; 7404976135; 59695477300; 57559827000; 59470172300; 57267203800","PypiGuard: A novel meta-learning approach for enhanced malicious package detection in PyPI through static-dynamic feature fusion","2025","Journal of Information Security and Applications","90","","104032","","","5","10.1016/j.jisa.2025.104032","https://www.scopus.com/pages/publications/105000139045?origin=resultslist","Article","Final","","Scopus","2-s2.0-105000139045"
"Marquez C.; Sierra D.; Garcés K.","Marquez, Cristian (60025039600); Sierra, Daniel (60662744500); Garcés, Kelly (35113054600)","60025039600; 60662744500; 35113054600","qWard: A Unified Toolkit for Pre- and Post-Runtime Quantum Circuit Metrics","2025","Proceedings -  IEEE CHILEAN Conference on Electrical, Electronics Engineering, Information and Communication Technologies, ChileCon","","","","","","0","10.1109/CHILECON66915.2025.11476435","https://www.scopus.com/pages/publications/105038002613?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105038002613"
"Doncenco D.; Girard-Satabin J.; Xu-Darme R.; Chihani Z.","Doncenco, Dorin (57795768400); Girard-Satabin, Julien (57219229336); Xu-Darme, Romain (57787943000); Chihani, Zakaria (55789041800)","57795768400; 57219229336; 57787943000; 55789041800","A Dive into Formal Explainable Attributions for Image Classification","2025","Frontiers in Artificial Intelligence and Applications","413","","","919","926","0","10.3233/FAIA250897","https://www.scopus.com/pages/publications/105024435513?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105024435513"
"Zahan N.; Burckhardt P.; Lysenko M.; Aboukhadijeh F.; Williams L.","Zahan, Nusrat (60212433800); Burckhardt, Philipp (57195465668); Lysenko, Mikola (25641335700); Aboukhadijeh, Feross (58961107000); Williams, Laurie (35565101900)","60212433800; 57195465668; 25641335700; 58961107000; 35565101900","Leveraging Large Language Models to Detect NPM Malicious Packages","2025","Proceedings - International Conference on Software Engineering","","","","2625","2637","10","10.1109/ICSE55347.2025.00146","https://www.scopus.com/pages/publications/105010308271?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105010308271"
"Hu R.; Peng C.; Wang X.; Xu J.; Gao C.","Hu, Ruida (58668943800); Peng, Chao (57208488160); Wang, Xinchen (58574947000); Xu, Junjielong (60033034400); Gao, Cuiyun (60146791300)","58668943800; 57208488160; 58574947000; 60033034400; 60146791300","Repo2Run: Automated Building Executable Environment for Code Repository at Scale","2025","Advances in Neural Information Processing Systems","38","","","36770","36809","3","","https://www.scopus.com/pages/publications/105048537463?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105048537463"
"Chachar B.; Cavazza M.; Bracciali A.; Ferrara P.; Cortesi A.","Chachar, Badaruddin (59162478300); Cavazza, Marc (7007101480); Bracciali, Andrea (8922231000); Ferrara, Pietro (24172958700); Cortesi, Agostino (57211052239)","59162478300; 7007101480; 8922231000; 24172958700; 57211052239","Finding Vulnerabilities in Solidity Smart Contracts with In-Context Learning","2025","CEUR Workshop Proceedings","3962","","","","","0","","https://www.scopus.com/pages/publications/105005835403?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105005835403"
"Mimi M.A.; Ng H.; Yap T.T.V.","Mimi, Mousumi Ahmed (57271234500); Ng, Hu (35435538400); Yap, Timothy Tzen Vun (6603674630)","57271234500; 35435538400; 6603674630","Directional features and rule-based labeling for real-time network traffic-based android spyware classification","2025","Journal of Supercomputing","81","8","932","","","1","10.1007/s11227-025-07391-8","https://www.scopus.com/pages/publications/105006934079?origin=resultslist","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105006934079"
"Kim J.","Kim, Juho (58553733000)","58553733000","PokerKit: A Comprehensive Python Library for Fine-Grained Multivariant Poker Game Simulations","2025","IEEE Transactions on Games","17","1","","32","39","0","10.1109/TG.2023.3325637","https://www.scopus.com/pages/publications/105001207563?origin=resultslist","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105001207563"
"Scholtes R.; Khodayari S.; Staicu C.-A.; Pellegrino G.","Scholtes, Raoul (60102805500); Khodayari, Soheil (57219750633); Staicu, Cristian-Alexandru (57189496858); Pellegrino, Giancarlo (57008821200)","60102805500; 57219750633; 57189496858; 57008821200","CHARON: Polyglot Code Analysis for Detecting Vulnerabilities in Scripting Languages Native Extensions","2025","Proceedings - IEEE 10th European Symposium on Security and Privacy, Euro S and P 2025","","","","153","168","2","10.1109/EuroSP63326.2025.00018","https://www.scopus.com/pages/publications/105016175703?origin=resultslist","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-105016175703"
"Yoshihara K.; Iguchi N.","Yoshihara, Kazuaki (57191347818); Iguchi, Nobukazu (7006431203)","57191347818; 7006431203","Real-Time Visualization of Learning Progress in Online Programming Exercises Using Google Classroom and Colaboratory","2025","Proceedings of the 2025 17th International Conference on Education Technology and Computers, ICETC 2025","","","","646","649","0","10.1109/ICETC66579.2025.11387701","https://www.scopus.com/pages/publications/105035170507?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105035170507"
"Rawn E.; Chasins S.E.","Rawn, Eric (57218763610); Chasins, Sarah E. (54395086400)","57218763610; 54395086400","Pagebreaks: Multi-Cell Scopes in Computational Notebooks","2025","Conference on Human Factors in Computing Systems - Proceedings ","","","53","","","5","10.1145/3706598.3713620","https://www.scopus.com/pages/publications/105005742883?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105005742883"
"de Brito M.C., Jr.; Bianchini C.P.; Silva L.A.","de Brito, Marcos Cordeiro (60124616700); Bianchini, Calebe P. (57213827424); Silva, Leandro A. (60022567500)","60124616700; 57213827424; 60022567500","Discovery of Modularity in Monolithic Java Project Codes Using Complex Networks","2025","Journal of Web Engineering","24","6","","911","942","2","10.13052/jwe1540-9589.2463","https://www.scopus.com/pages/publications/105017641051?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105017641051"
"Bhattacharjee S.; Patil P.; Patil V.; Nage P.","Bhattacharjee, Srijita (57208577258); Patil, Param (57211534297); Patil, Vishal (60111517800); Nage, Pranav (60111517900)","57208577258; 57211534297; 60111517800; 60111517900","Hybrid Multi-Stage Framework for Advanced Malware Detection: Enhancing Accuracy & Resilience","2025","7th International Conference on Energy, Power and Environment, ICEPE 2025","","","","","","4","10.1109/ICEPE65965.2025.11139736","https://www.scopus.com/pages/publications/105016878190?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105016878190"
"Poiroux A.; Bosselut A.; Kunčak V.","Poiroux, Auguste (59207674500); Bosselut, Antoine (57193225759); Kunčak, Viktor (6602919120)","59207674500; 57193225759; 6602919120","RLMEval: Evaluating Research-Level Neural Theorem Proving","2025","EMNLP 2025 - 2025 Conference on Empirical Methods in Natural Language Processing, Findings of EMNLP 2025","","","","10946","10957","1","10.18653/v1/2025.findings-emnlp.581","https://www.scopus.com/pages/publications/105028966343?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105028966343"
"Bochicchio M.; Sas D.; Gilardi A.; Fontana F.A.","Bochicchio, Matteo (59924012100); Sas, Darius (57205031022); Gilardi, Alessandro (59924371300); Fontana, Francesca Arcelli (6601971118)","59924012100; 57205031022; 59924371300; 6601971118","An empirical study on architectural smells through a pipeline for continuous technical debt assessment","2025","Information and Software Technology","185","","107783","","","3","10.1016/j.infsof.2025.107783","https://www.scopus.com/pages/publications/105006994453?origin=resultslist","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105006994453"
"Zhang Y.; Ju X.; Chen X.; Amin M.; Ren Z.","Zhang, Yucheng (58132888800); Ju, Xiaolin (55883850700); Chen, Xiang (57189091783); Amin, Misbahul (59278728600); Ren, Zilong (58882259500)","58132888800; 55883850700; 57189091783; 59278728600; 58882259500","HGAN4VD: Leveraging Heterogeneous Graph Attention Networks for enhanced Vulnerability Detection","2025","Computers and Security","157","","104548","","","3","10.1016/j.cose.2025.104548","https://www.scopus.com/pages/publications/105008173553?origin=resultslist","Article","Final","","Scopus","2-s2.0-105008173553"
"Nandish M.; Kumar J.; Mohan H.G.; Krishnamurthy M.S.","Nandish, M. (59501946700); Kumar, Jalesh (55340375000); Mohan, H.G. (59394324600); Krishnamurthy, Manjunath Sargur (59208128400)","59501946700; 55340375000; 59394324600; 59208128400","GraphConvDeep: A Deep Learning Approach for Enhancing Binary Code Similarity Detection using Graph Embeddings","2025","International Journal of Computer Network and Information Security","17","3","","72","88","3","10.5815/IJCNIS.2025.03.05","https://www.scopus.com/pages/publications/105008007533?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105008007533"
