"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Ma Q.; Wu D.; Luo X.","Ma, Qian (59981203700); Wu, Di (57044497000); Luo, Xin (60278183800)","59981203700; 57044497000; 60278183800","A Review of Deep Learning-based Power Load Forecasting Methods","2025","International Journal of Network Dynamics and Intelligence","4","4","100027","","","21","10.53941/ijndi.2025.100027","https://www.scopus.com/pages/publications/105026633260?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105026633260"
"Wang L.; Dong K.; Zhao J.","Wang, Longcong (57315412000); Dong, Kejian (57225036223); Zhao, Jiyun (37125696500)","57315412000; 57225036223; 37125696500","Data-driven bubble transport prediction and uncertainty quantification in lead-cooled fast reactor based on attentional feature fusion","2026","Engineering Applications of Artificial Intelligence","180","","115023","","","0","10.1016/j.engappai.2026.115023","https://www.scopus.com/pages/publications/105039917195?origin=resultslist","Article","Final","","Scopus","2-s2.0-105039917195"
"Boehm R.C.; Parker R.; Yang Z.; Dooley S.; Heyne J.S.","Boehm, Randall C. (57225371388); Parker, Robert (59478502700); Yang, Zhibin (57216627864); Dooley, Stephen (16416838400); Heyne, Joshua S. (35279769500)","57225371388; 59478502700; 57216627864; 16416838400; 35279769500","Blend Prediction Model for Vapor Pressure of Jet Fuel Range Hydrocarbons","2025","Sustainability (Switzerland)","17","21","9612","","","0","10.3390/su17219612","https://www.scopus.com/pages/publications/105021465663?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105021465663"
"Xu W.; Wang Y.; Ren X.","Xu, Wenxing (60214512400); Wang, Yao (60214081400); Ren, Xiaohui (60214226900)","60214512400; 60214081400; 60214226900","The Synergistic Development of Agricultural Chemical Emissions Reduction and Food Production Based on Decoupling and LMDI Models: A Case Study of Shandong Province","2025","Sustainability (Switzerland)","17","22","10292","","","0","10.3390/su172210292","https://www.scopus.com/pages/publications/105023188984?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105023188984"
"Pestana M.C.; Ribeiro A.; Vieira V.","Pestana, Maria Clara (57204694313); Ribeiro, Ailton (58886672300); Vieira, Vaninha (23092151200)","57204694313; 58886672300; 23092151200","Systematic Analysis of Crowdsourcing Support for Collaborative Crisis Communication: A Literature Review and User Experience Evaluation","2026","Journal on Interactive Systems","17","1","","863","877","0","10.5753/jis.2026.5433","https://www.scopus.com/pages/publications/105048432562?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105048432562"
"Lin P.; Chen G.; Zeng N.; Li Q.","Lin, Peng (57439150300); Chen, Guangchong (57221462168); Zeng, Ningshuang (56367393300); Li, Qiming (7405857869)","57439150300; 57221462168; 56367393300; 7405857869","How to Facilitate Safety Performance of Human–Robot Collaboration in High-Rise Construction Scenarios: An Empirical Model","2025","Systems","13","11","1000","","","1","10.3390/systems13111000","https://www.scopus.com/pages/publications/105023048666?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105023048666"
"Zitouni M.; Arbaoui S.; Giustozzi F.; Samet A.; Mesbahi T.","Zitouni, Marwa (59490748200); Arbaoui, Slimane (58852337800); Giustozzi, Franco (57192540395); Samet, Ahmed (57213097859); Mesbahi, Tedjani (54420534000)","59490748200; 58852337800; 57192540395; 57213097859; 54420534000","Toward early battery anomaly detection: A multimodal dataset and deep learning framework for lithium-ion batteries","2026","Energy and AI","25","","100816","","","0","10.1016/j.egyai.2026.100816","https://www.scopus.com/pages/publications/105043144128?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105043144128"
"Zhang J.; Du P.; Zhao W.; Zhao W.","Zhang, Jing (59843033200); Du, Po (57196326021); Zhao, Wenzhen (57189340630); Zhao, Wenhui (23391510200)","59843033200; 57196326021; 57189340630; 23391510200","Subpixel Edge Localization via Ruled-Sigmoid Surfaces and Its Application for Precision Analysis of Cycloidal Gear Profiles","2026","Sensors","26","13","4193","","","0","10.3390/s26134193","https://www.scopus.com/pages/publications/105045225885?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105045225885"
"Chen L.; Wu S.; Huang Z.; Sun J.","Chen, Lili (60221876100); Wu, Siqi (60221789200); Huang, Zhongtong (60696749400); Sun, Jinghua (57432787000)","60221876100; 60221789200; 60696749400; 57432787000","A Method for Source to Object Code Traceability Analysis in Model-Based Development","2026","2026 8th International Conference on Software Engineering and Computer Science, CSECS 2026 - Conference Proceedings","","","","","","0","10.1109/CSECS69124.2026.11541861","https://www.scopus.com/pages/publications/105042190630?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105042190630"
"Jou M.; Chiang Y.-C.; Dang Y.; Wang J.; Huang C.-C.","Jou, Min (35327095800); Chiang, Yu-Chun (60066160100); Dang, Yanwei (60065942400); Wang, Jingying (48662961600); Huang, Chun-Chiang (57199002669)","35327095800; 60066160100; 60065942400; 48662961600; 57199002669","Synergistic effects of AR and reflective pedagogy: growth and challenges in practical learning among students of varying academic achievement","2026","Interactive Learning Environments","34","3","","1732","1747","1","10.1080/10494820.2025.2529441","https://www.scopus.com/pages/publications/105014127521?origin=resultslist","Article","Final","","Scopus","2-s2.0-105014127521"
"Gupta A.; Mittal S.","Gupta, Ankit (60521366400); Mittal, Shilpi (60579472700)","60521366400; 60579472700","A Secure-by-Design Post-Quantum Architecture for Industrial Control Systems","2026","IEEE Access","14","","","73258","73278","1","10.1109/ACCESS.2026.3692633","https://www.scopus.com/pages/publications/105038941687?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105038941687"
"Zhou X.; Menassa C.C.; Kamat V.R.","Zhou, Xiaoshan (59607847700); Menassa, Carol C. (15923411800); Kamat, Vineet R. (7004477339)","59607847700; 15923411800; 7004477339","Siamese network with dual attention for EEG-driven social learning: Bridging the human-robot gap in long-tail autonomous driving","2025","Expert Systems with Applications","291","","128470","","","4","10.1016/j.eswa.2025.128470","https://www.scopus.com/pages/publications/105007943370?origin=resultslist","Article","Final","","Scopus","2-s2.0-105007943370"
"Izanloo M.; Shahravi M.; Khalkhali A.","Izanloo, Mehri (58084922600); Shahravi, Majid (25655613900); Khalkhali, Abolfazl (15769514800)","58084922600; 25655613900; 15769514800","Hybrid machine learning and NSGA-II optimization of rail anti-climbing systems: a multi-criteria design framework","2026","Structural and Multidisciplinary Optimization","69","1","17","","","1","10.1007/s00158-025-04209-2","https://www.scopus.com/pages/publications/105026272504?origin=resultslist","Article","Final","","Scopus","2-s2.0-105026272504"
"Flores M.F.; de Fraga A.P.; de Oliveira J.P.M.; Machado A.; Maran V.","Flores, Matheus Friedhein (57219132948); de Fraga, Aline Padilha (57208565147); de Oliveira, José Palazzo M. (15847751900); Machado, Alencar (57196572786); Maran, Vinícius (6505629860)","57219132948; 57208565147; 15847751900; 57196572786; 6505629860","PescIA: A Chatbot Applied to Specialized Courses in the Fishing Field","2026","International Conference on Computer Supported Education, CSEDU - Proceedings","3","","","1983","1993","0","10.5220/0014921500004021","https://www.scopus.com/pages/publications/105045118239?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105045118239"
"Mao J.; Zhu M.; Li L.; Zhu H.","Mao, Jianhuan (60171625400); Zhu, Mengxiao (57823499900); Li, Lei (60233038500); Zhu, Haogang (16308534600)","60171625400; 57823499900; 60233038500; 16308534600","Adversarial Pretrained Language Model for Multivariate Time Series Anomaly Detection","2025","Frontiers in Artificial Intelligence and Applications","413","","","1913","1920","0","10.3233/FAIA251025","https://www.scopus.com/pages/publications/105024484098?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105024484098"
"Dilnessa A.A.; Elofsson K.; Schneider U.A.","Dilnessa, Addisu A. (60284739800); Elofsson, Katarina (6506651535); Schneider, Uwe A. (56644099700)","60284739800; 6506651535; 56644099700","Spatio-temporal dynamics of biochar application as a climate tool in European agriculture: Economic insights","2026","Environmental Modelling and Software","205","","107131","","","0","10.1016/j.envsoft.2026.107131","https://www.scopus.com/pages/publications/105046342330?origin=resultslist","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105046342330"
"Kim D.; Park S.; Kim D.; You I.","Kim, Dowon (57217292968); Park, Seongmin (56764814000); Kim, Daeun (57226756117); You, Ilsun (14038401900)","57217292968; 56764814000; 57226756117; 14038401900","The NFT Transition for Certificates of Mobile Network","2026","Journal of Internet Technology","27","3","","323","336","0","10.70003/160792642026052703004","https://www.scopus.com/pages/publications/105042486659?origin=resultslist","Article","Final","","Scopus","2-s2.0-105042486659"
"Aguilar-Ruiz J.S.","Aguilar-Ruiz, Jesús S. (57194168052)","57194168052","Prevalence-Insensitive Evaluation of Diagnostic Systems Under Class Imbalance: The Harmonic Mean of Per-Class Sensitivity","2025","Mathematics","13","24","3956","","","1","10.3390/math13243956","https://www.scopus.com/pages/publications/105025935185?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105025935185"
"Xu X.; Qin Z.; Liu Y.; Wan W.; Yu Y.","Xu, Xilan (60576387600); Qin, Ziyi (60513278700); Liu, Yue (56273229400); Wan, Wu (47361617000); Yu, Yan (58569458400)","60576387600; 60513278700; 56273229400; 47361617000; 58569458400","Research on Certification of Zero-Carbon Plant Based on Accounting Statement Information","2026","Sustainability (Switzerland)","18","7","3623","","","0","10.3390/su18073623","https://www.scopus.com/pages/publications/105035620951?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105035620951"
"Dinu A.","Dinu, Alexandru (58846805400)","58846805400","Shannon Entropy and Beyond: An Information-Theoretic Framework for Randomness Pre-Screening","2026","Entropy","28","6","695","","","0","10.3390/e28060695","https://www.scopus.com/pages/publications/105042999335?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105042999335"
"Genc C.O.","Genc, Cigdem Ozer (57203792068)","57203792068","A GIS-Based Multicriteria Approach to Identifying Suitable Forest Depot Sites: A Case Study from Northern Türkiye","2026","Applied Sciences (Switzerland)","16","1","2","","","1","10.3390/app16010002","https://www.scopus.com/pages/publications/105027310821?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105027310821"
"Liang J.-W.; Chen Y.-J.; Zhang P.-X.; Feng Y.-L.; Barbin D.F.; Su W.-H.","Liang, Jun-Wei (60658301400); Chen, Yi-Jia (60750667900); Zhang, Peng-Xian (60750118500); Feng, Yun-Lang (60750575100); Barbin, Douglas Fernandes (54913625700); Su, Wen-Hao (57211013459)","60658301400; 60750667900; 60750118500; 60750575100; 54913625700; 57211013459","Harnessing Multisensory Perception for the Tomato Agrifood Chain","2026","Sensors","26","13","4195","","","0","10.3390/s26134195","https://www.scopus.com/pages/publications/105045235375?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105045235375"
"Beyshenova S.; Zhumagul Z.; Orozomambetova M.; Dobaev K.; Isakov B.","Beyshenova, Saltanat (60794676100); Zhumagul, Zailova (60793995900); Orozomambetova, Meerim (60795186200); Dobaev, Kyrgyzbai (60794851100); Isakov, Baktybek (57189033398)","60794676100; 60793995900; 60795186200; 60794851100; 57189033398","Predicting Teacher Professional Development Through AIBased Analysis of Lesson Plan Quality in Primary School Settings","2026","International Journal of Artificial Intelligence and Machine Learning","6","5S","","63","71","0","10.51483/IJAIML.6.5s.2026.63-71","https://www.scopus.com/pages/publications/105047586491?origin=resultslist","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105047586491"
"Lu H.; Luo X.R.; Ma S.S.; Chen R.","Lu, Hua (59987827900); Luo, Xin (Robert) (56473097100); Ma, Shuang (Sara) (59123629900); Chen, Runyu (57191579995)","59987827900; 56473097100; 59123629900; 57191579995","Unveiling the paradox of NFT digital scarcity: Impacts of digital scarcity on online trading and social behaviors","2025","Information and Management","62","7","104205","","","2","10.1016/j.im.2025.104205","https://www.scopus.com/pages/publications/105010507589?origin=resultslist","Article","Final","","Scopus","2-s2.0-105010507589"
"Dey A.; Das S.","Dey, Arka (58237779400); Das, Sanhita (57192383673)","58237779400; 57192383673","Modeling driver reaction time in car-following scenarios using physiological data: shape dynamic time warping and generalized linear mixed model approach","2026","Journal of Intelligent Transportation Systems: Technology, Planning, and Operations","","","","","","0","10.1080/15472450.2026.2711927","https://www.scopus.com/pages/publications/105046802109?origin=resultslist","Article","Article in press","","Scopus","2-s2.0-105046802109"
"Primbs J.; Menth M.","Primbs, Jonas (57892319800); Menth, Michael (6603833672)","57892319800; 6603833672","Usability Improvements for PGP-Secured Email Communication Using OIDC2","2026","Lecture Notes in Informatics (LNI), Proceedings - Series of the Gesellschaft fur Informatik (GI)","P-381","","","93","106","0","10.18420/OID2026_07","https://www.scopus.com/pages/publications/105045920091?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105045920091"
"Siahkali F.; Gupta V.","Siahkali, Farbod (58130742100); Gupta, Vijay (57201852777)","58130742100; 57201852777","Conformal prediction-based multi-sensor classification","2026","Neurocomputing","678","","133182","","","0","10.1016/j.neucom.2026.133182","https://www.scopus.com/pages/publications/105031565559?origin=resultslist","Article","Final","","Scopus","2-s2.0-105031565559"
