Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Behaviour-Driven Formal Model Development,Formal Methods and Software Engineering,,,,10.1007/978-3-030-02450-5_2,Colin SnookThai Son HoangDana DghyamMichael ButlerTomas FischerRupert SchlickKeming Wang,2018,https://link.springer.com/chapter/10.1007/978-3-030-02450-5_2,Conference paper
Evolution of Formal Model-Based Assurance Cases for Autonomous Robots,Software Engineering and Formal Methods,,,,10.1007/978-3-030-30446-1_5,Mario GleirscherSimon FosterYakoub Nemouchi,2019,https://link.springer.com/chapter/10.1007/978-3-030-30446-1_5,Conference paper
Deductive Functional Verification of Safety-Critical Embedded C-Code: An Experience Report,Critical Systems: Formal Methods and Automated Verification,,,,10.1007/978-3-319-67113-0_1,Dilian GurovChristian LidströmMattias NybergJonas Westman,2017,https://link.springer.com/chapter/10.1007/978-3-319-67113-0_1,Conference paper
A Memory Model for Deductively Verifying Linux Kernel Modules,Perspectives of System Informatics,,,,10.1007/978-3-319-74313-4_19,Mikhail MandrykinAlexey Khoroshilov,2018,https://link.springer.com/chapter/10.1007/978-3-319-74313-4_19,Conference paper
"On Software Safety, Security, and Abstract Interpretation",Formal Methods,,,,10.1007/978-3-319-95582-7_41,Daniel KästnerLaurent MauborgneChristian Ferdinand,2018,https://link.springer.com/chapter/10.1007/978-3-319-95582-7_41,Conference paper
Some advances in tools and algorithms for the construction and analysis of systems,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-017-0471-4,Christel BaierCesare Tinelli,2017,https://link.springer.com/article/10.1007/s10009-017-0471-4,Article
Formal Verification of a Memory Allocation Module of Contiki with Frama-C: A Case Study,Risks and Security of Internet and Systems,,,,10.1007/978-3-319-54876-0_9,Frédéric ManganoSimon DuquennoyNikolai Kosmatov,2017,https://link.springer.com/chapter/10.1007/978-3-319-54876-0_9,Conference paper
Developers’ Initial Perceptions on TDD Practice: A Thematic Analysis with Distinct Domains and Languages,Agile Processes in Software Engineering and Extreme Programming,,,,10.1007/978-3-319-91602-6_5,Joelma ChomaEduardo M. GuerraTiago Silva da Silva,2018,https://link.springer.com/chapter/10.1007/978-3-319-91602-6_5,Conference paper
Towards a model-driven engineering approach for the assessment of non-functional properties using multi-formalism,Software & Systems Modeling,,,,10.1007/s10270-018-0663-8,Simona BernardiStefano MarroneJosé MerseguerRoberto NardoneValeria Vittorini,2018,https://link.springer.com/article/10.1007/s10270-018-0663-8,Article
Building Models We Can Rely On: Requirements Traceability for Model-Based Verification Techniques,Model-Based Safety and Assessment,,,,10.1007/978-3-319-64119-5_1,Marco FilaxTim GonschorekFrank Ortmeier,2017,https://link.springer.com/chapter/10.1007/978-3-319-64119-5_1,Conference paper
Slicing from Formal Semantics: Chisel,Fundamental Approaches to Software Engineering,,,,10.1007/978-3-662-54494-5_21,Adrián RiescoIrina Măriuca AsăvoaeMihail Asăvoae,2017,https://link.springer.com/chapter/10.1007/978-3-662-54494-5_21,Conference paper
Assuring Intelligent Ambient Assisted Living Solutions by Statistical Model Checking,"Leveraging Applications of Formal Methods, Verification and Validation. Verification",,,,10.1007/978-3-030-03421-4_29,Ashalatha KunnappillyRaluca MarinescuCristina Seceleanu,2018,https://link.springer.com/chapter/10.1007/978-3-030-03421-4_29,Conference paper
From Design Contracts to Component Requirements Verification,NASA Formal Methods,,,,10.1007/978-3-319-40648-0_28,Jing LiuJohn D. BackesDarren CoferAndrew Gacek,2016,https://link.springer.com/chapter/10.1007/978-3-319-40648-0_28,Conference paper
A framework to specify system requirements using natural interpretation of UML/MARTE diagrams,Software & Systems Modeling,,,,10.1007/s10270-017-0588-7,Aamir M. KhanFrédéric MalletMuhammad Rashid,2017,https://link.springer.com/article/10.1007/s10270-017-0588-7,Article
Proving Absence of Starvation by Means of&#xa0;Abstract Interpretation and Model Checking,Automated Technology for Verification and Analysis,,,,10.1007/978-3-319-68167-2_1,Helmut SeidlRalf Vogler,2017,https://link.springer.com/chapter/10.1007/978-3-319-68167-2_1,Conference paper
Refinement Based Formal Development of Human-Machine Interface,Software Technologies: Applications and Foundations,,,,10.1007/978-3-030-04771-9_19,Romain GenietNeeraj Kumar Singh,2018,https://link.springer.com/chapter/10.1007/978-3-030-04771-9_19,Conference paper
Verifying Event-Based Timing Constraints by Translation into Presburger Formulae,Critical Systems: Formal Methods and Automated Verification,,,,10.1007/978-3-319-67113-0_2,Björn Lisper,2017,https://link.springer.com/chapter/10.1007/978-3-319-67113-0_2,Conference paper
Effective fault localization of automotive Simulink models: achieving the trade-off between test oracle effort and fault localization accuracy,Empirical Software Engineering,,,,10.1007/s10664-018-9611-z,Bing LiuShiva NejatiLuciaLionel C. Briand,2018,https://link.springer.com/article/10.1007/s10664-018-9611-z,Article
Translation of ATL to AGT and application to a code generator for Simulink,Software & Systems Modeling,,,,10.1007/s10270-017-0607-8,Elie RichaEtienne BordeLaurent Pautet,2017,https://link.springer.com/article/10.1007/s10270-017-0607-8,Article
A constraint-based language for modelling intelligent environments,Journal of Reliable Intelligent Environments,,,,10.1007/s40860-017-0040-3,María-del-Mar GallardoLeticia LavadoLaura PanizoLaura Titolo,2017,https://link.springer.com/article/10.1007/s40860-017-0040-3,Article
Benchmarking Static Code Analyzers,"Computer Safety, Reliability, and Security",,,,10.1007/978-3-319-66266-4_13,Jörg HerterDaniel KästnerChristoph MallonReinhard Wilhelm,2017,https://link.springer.com/chapter/10.1007/978-3-319-66266-4_13,Conference paper
Applying Abstract Interpretation to Verify EN-50128 Software Safety Requirements,"Reliability, Safety, and Security of Railway Systems. Modelling, Analysis, Verification, and Certification",,,,10.1007/978-3-319-33951-1_14,Daniel KästnerChristian Ferdinand,2016,https://link.springer.com/chapter/10.1007/978-3-319-33951-1_14,Conference paper
Automatic Test Case Generation for Concurrent Features from Natural Language Descriptions,Formal Methods: Foundations and Applications,,,,10.1007/978-3-030-03044-5_11,Rafaela AlmeidaSidney NogueiraAugusto Sampaio,2018,https://link.springer.com/chapter/10.1007/978-3-030-03044-5_11,Conference paper
Preface of the special issue on formal methods in industrial critical systems,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-017-0455-4,Matthias GüdemannManuel Núñez,2017,https://link.springer.com/article/10.1007/s10009-017-0455-4,Article
Parametric Runtime Verification of C Programs,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/978-3-662-49674-9_17,Zhe ChenZhemin WangYunlong ZhuHongwei XiZhibin Yang,2016,https://link.springer.com/chapter/10.1007/978-3-662-49674-9_17,Conference paper
"Graceful Integration of Process Capability Improvement, Formal Modeling and Web Technology for Traceability","Systems, Software and Services Process Improvement",,,,10.1007/978-3-319-64218-5_32,Miklós BiróFelix KossakJózsef KlespitzLevente Kovács,2017,https://link.springer.com/chapter/10.1007/978-3-319-64218-5_32,Conference paper
Analysing Security Protocols Using Refinement in iUML-B,NASA Formal Methods,,,,10.1007/978-3-319-57288-8_6,Colin SnookThai Son HoangMichael Butler,2017,https://link.springer.com/chapter/10.1007/978-3-319-57288-8_6,Conference paper
Application of Inference Rules to a Software Requirements Ontology to Generate Software Test Cases,OWL: Experiences and Directions – Reasoner Evaluation,,,,10.1007/978-3-319-54627-8_7,Vladimir TarasovHe TanMuhammad IsmailAnders AdlemoMats Johansson,2017,https://link.springer.com/chapter/10.1007/978-3-319-54627-8_7,Conference paper
Variability-Specific Abstraction Refinement for Family-Based Model Checking,Fundamental Approaches to Software Engineering,,,,10.1007/978-3-662-54494-5_24,Aleksandar S. DimovskiAndrzej Wąsowski,2017,https://link.springer.com/chapter/10.1007/978-3-662-54494-5_24,Conference paper
Applying Parametric Model-Checking Techniques for Reusing Real-Time Critical Systems,Formal Techniques for Safety-Critical Systems,,,,10.1007/978-3-319-53946-1_8,Baptiste ParquierLaurent RiouxRafik HeniaRomain SoulatOlivier H. RouxDidier LimeÉtienne André,2017,https://link.springer.com/chapter/10.1007/978-3-319-53946-1_8,Conference paper
Contract-Based Verification of Complex Time-Dependent Behaviors in Avionic Systems,NASA Formal Methods,,,,10.1007/978-3-319-40648-0_3,Devesh BhattArunabh ChattopadhyayWenchao LiDavid OglesbySam OwreNatarajan Shankar,2016,https://link.springer.com/chapter/10.1007/978-3-319-40648-0_3,Conference paper
Precise Thread-Modular Abstract Interpretation of Concurrent Programs Using Relational Interference Abstractions,"Verification, Model Checking, and Abstract Interpretation",,,,10.1007/978-3-319-52234-0_21,Raphaël MonatAntoine Miné,2017,https://link.springer.com/chapter/10.1007/978-3-319-52234-0_21,Conference paper
Modular Model-Checking of a Byzantine Fault-Tolerant Protocol,NASA Formal Methods,,,,10.1007/978-3-319-57288-8_12,Benjamin F. JonesLee Pike,2017,https://link.springer.com/chapter/10.1007/978-3-319-57288-8_12,Conference paper
Deterministic Concurrency: A Clock-Synchronised Shared Memory Approach,Programming Languages and Systems,,,,10.1007/978-3-319-89884-1_4,Joaquín AguadoMichael MendlerMarc PouzetPartha RoopReinhard von Hanxleden,2018,https://link.springer.com/chapter/10.1007/978-3-319-89884-1_4,Conference paper
Correctness-by-Construction and Post-hoc Verification: A Marriage of Convenience?,"Leveraging Applications of Formal Methods, Verification and Validation: Foundational Techniques",,,,10.1007/978-3-319-47166-2_52,Bruce W. WatsonDerrick G. KourieIna SchaeferLoek Cleophas,2016,https://link.springer.com/chapter/10.1007/978-3-319-47166-2_52,Conference paper
Test oracles for simulink-like models,Automated Software Engineering,,,,10.1007/s10515-016-0207-9,Luciano BaresiMarcio DelamaroPaulo Nardi,2016,https://link.springer.com/article/10.1007/s10515-016-0207-9,Article
Formally Unifying Modeling and Design for Embedded Systems - A Personal View,"Leveraging Applications of Formal Methods, Verification and Validation: Discussion, Dissemination, Applications",,,,10.1007/978-3-319-47169-3_11,G. Berry,2016,https://link.springer.com/chapter/10.1007/978-3-319-47169-3_11,Conference paper
Are Standards an Ambiguity-Free Reference for Product Validation?,"Reliability, Safety, and Security of Railway Systems. Modelling, Analysis, Verification, and Certification",,,,10.1007/978-3-319-68499-4_17,Alessio FerrariMario FusaniStefania Gnesi,2017,https://link.springer.com/chapter/10.1007/978-3-319-68499-4_17,Conference paper
Modeling and Verification of an Interrupt System in $$\mu $$ C/OS-III with TMSVL,Structured Object-Oriented Formal Language and Method,,,,10.1007/978-3-319-31220-0_2,Jin CuiZhenhua DuanCong TianNan Zhang,2016,https://link.springer.com/chapter/10.1007/978-3-319-31220-0_2,Conference paper
Java in the Safety-Critical Domain,Engineering Trustworthy Software Systems,,,,10.1007/978-3-319-56841-6_4,Ana CavalcantiAlvaro MiyazawaAndy WellingsJim WoodcockShuai Zhao,2017,https://link.springer.com/chapter/10.1007/978-3-319-56841-6_4,Conference paper
A Practical Verification Framework for Preemptive OS Kernels,Computer Aided Verification,,,,10.1007/978-3-319-41540-6_4,Fengwei XuMing FuXinyu FengXiaoran ZhangHui ZhangZhaohui Li,2016,https://link.springer.com/chapter/10.1007/978-3-319-41540-6_4,Conference paper
Stopwatch Automata-Based Model for Efficient Schedulability Analysis of Modular Computer&#xa0;Systems,Parallel Computing Technologies,,,,10.1007/978-3-319-62932-2_28,Alevtina GloninaAnatoly Bahmurov,2017,https://link.springer.com/chapter/10.1007/978-3-319-62932-2_28,Conference paper
Block Library Driven Translation Validation for Dataflow Models in Safety Critical Systems,Critical Systems: Formal Methods and Automated Verification,,,,10.1007/978-3-319-45943-1_8,Arnaud DieumegardAndres ToomMarc Pantel,2016,https://link.springer.com/chapter/10.1007/978-3-319-45943-1_8,Conference paper
Abstract Software Specifications and Automatic Proof of Refinement,"Reliability, Safety, and Security of Railway Systems. Modelling, Analysis, Verification, and Certification",,,,10.1007/978-3-319-33951-1_16,Claire DrossYannick Moy,2016,https://link.springer.com/chapter/10.1007/978-3-319-33951-1_16,Conference paper
Detecting requirements defects with NLP patterns: an industrial experience in the railway domain,Empirical Software Engineering,,,,10.1007/s10664-018-9596-7,Alessio FerrariGloria GoriBenedetta RosadiniIacopo TrottaStefano BacheriniAlessandro FantechiStefania Gnesi,2018,https://link.springer.com/article/10.1007/s10664-018-9596-7,Article
CoCoSpec: A Mode-Aware Contract Language for Reactive Systems,Software Engineering and Formal Methods,,,,10.1007/978-3-319-41591-8_24,Adrien ChampionArie GurfinkelTemesghen KahsaiCesare Tinelli,2016,https://link.springer.com/chapter/10.1007/978-3-319-41591-8_24,Conference paper
$$ \texttt {MC} ^ \texttt {2} \texttt {MABS} $$ : A Monte Carlo Model Checker for Multiagent-Based Simulations,Multi-Agent Based Simulation XVI,,,,10.1007/978-3-319-31447-1_3,Benjamin HerdSimon MilesPeter McBurneyMichael Luck,2016,https://link.springer.com/chapter/10.1007/978-3-319-31447-1_3,Conference paper
S3: Proving the Safety of Critical Systems,"Reliability, Safety, and Security of Railway Systems. Modelling, Analysis, Verification, and Certification",,,,10.1007/978-3-319-33951-1_17,Nicolas BretonYoann Fonteneau,2016,https://link.springer.com/chapter/10.1007/978-3-319-33951-1_17,Conference paper
Contextualization and Dependency in State-Based Modelling - Application to Event-B,Model and Data Engineering,,,,10.1007/978-3-319-66854-3_11,Souad KherroubiDominique Méry,2017,https://link.springer.com/chapter/10.1007/978-3-319-66854-3_11,Conference paper
Source-Code-to-Object-Code Traceability Analysis for Avionics Software: Don’t Trust Your Compiler,"Computer Safety, Reliability, and Security",,,,10.1007/978-3-319-24255-2_31,Jörg BrauerMarkus DahlweidTobias PankrathJan Peleska,2015,https://link.springer.com/chapter/10.1007/978-3-319-24255-2_31,Conference paper
"A High-Assurance, High-Performance Hardware-Based Cross-Domain System","Computer Safety, Reliability, and Security",,,,10.1007/978-3-319-45477-1_9,David HardinKonrad SlindMark BortzJames PottsScott Owens,2016,https://link.springer.com/chapter/10.1007/978-3-319-45477-1_9,Conference paper
Systematic Language Extension Mechanisms for the MontiArc Architecture Description Language,Modelling Foundations and Applications,,,,10.1007/978-3-319-61482-3_4,Arvid ButtingArne HaberLars HermerschmidtOliver KautzBernhard RumpeAndreas Wortmann,2017,https://link.springer.com/chapter/10.1007/978-3-319-61482-3_4,Conference paper
The SeaHorn Verification Framework,Computer Aided Verification,,,,10.1007/978-3-319-21690-4_20,Arie GurfinkelTemesghen KahsaiAnvesh KomuravelliJorge A. Navas,2015,https://link.springer.com/chapter/10.1007/978-3-319-21690-4_20,Conference paper
Use of Tabular Expressions for Refinement Automation,Model and Data Engineering,,,,10.1007/978-3-319-66854-3_13,Neeraj Kumar SinghMark LawfordThomas S. E. MaibaumAlan Wassyng,2017,https://link.springer.com/chapter/10.1007/978-3-319-66854-3_13,Conference paper
A Formal Model of the Safety-Critical Java Level 2 Paradigm,Integrated Formal Methods,,,,10.1007/978-3-319-33693-0_15,Matt LuckcuckAna CavalcantiAndy Wellings,2016,https://link.springer.com/chapter/10.1007/978-3-319-33693-0_15,Conference paper
Towards MC/DC Coverage of Properties Specification Patterns,Theoretical Aspects of Computing – ICTAC 2016,,,,10.1007/978-3-319-46750-4_10,Ana C. V. de MeloCorina S. PăsăreanuSimone Hanazumi,2016,https://link.springer.com/chapter/10.1007/978-3-319-46750-4_10,Conference paper
An overview of model checking practices on verification of PLC software,Software & Systems Modeling,,,,10.1007/s10270-014-0448-7,Tolga OvatmanAtakan AralDavut PolatAli Osman Ünver,2014,https://link.springer.com/article/10.1007/s10270-014-0448-7,Article
Improving an Industrial Test Generation Tool Using SMT Solver,NASA Formal Methods,,,,10.1007/978-3-319-40648-0_8,Hao RenDevesh BhattJan Hvozdovic,2016,https://link.springer.com/chapter/10.1007/978-3-319-40648-0_8,Conference paper
"Require, test, and trace IT",International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-016-0444-z,Bernhard K. AichernigKlaus HörmaierFlorian LorberDejan NičkovićStefan Tiran,2016,https://link.springer.com/article/10.1007/s10009-016-0444-z,Article
Model Checking Real-Time Properties on the Functional Layer of Autonomous Robots,Formal Methods and Software Engineering,,,,10.1007/978-3-319-47846-3_24,Mohammed FoughaliBernard BerthomieuSilvano Dal ZilioFélix IngrandAnthony Mallet,2016,https://link.springer.com/chapter/10.1007/978-3-319-47846-3_24,Conference paper
Formal validation of domain-specific languages with derived features and well-formedness constraints,Software & Systems Modeling,,,,10.1007/s10270-015-0485-x,Oszkár SemeráthÁgnes BartaÁkos HorváthZoltán SzatmáriDániel Varró,2015,https://link.springer.com/article/10.1007/s10270-015-0485-x,Article
Formal Methods and Functional Safety,"Systems, Software and Services Process Improvement",,,,10.1007/978-3-319-44817-6_24,Micheal Mac an Airchinnigh,2016,https://link.springer.com/chapter/10.1007/978-3-319-44817-6_24,Conference paper
Reasoning About Confidence and Uncertainty in Assurance Cases: A Survey,Software Engineering in Health Care,,,,10.1007/978-3-319-63194-3_5,Lian DuanSanjai RayadurgamMats P. E. HeimdahlAnaheed AyoubOleg SokolskyInsup Lee,2017,https://link.springer.com/chapter/10.1007/978-3-319-63194-3_5,Conference paper
A Calculus of Cyber-Physical Systems,Language and Automata Theory and Applications,,,,10.1007/978-3-319-53733-7_8,Ruggero LanotteMassimo Merro,2017,https://link.springer.com/chapter/10.1007/978-3-319-53733-7_8,Conference paper
A Framework for Assessing Safety Argumentation Confidence,Software Engineering for Resilient Systems,,,,10.1007/978-3-319-45892-2_1,Rui WangJérémie GuiochetGilles Motet,2016,https://link.springer.com/chapter/10.1007/978-3-319-45892-2_1,Conference paper
An Axiomatic Value Model for Isabelle/UTP,Unifying Theories of Programming,,,,10.1007/978-3-319-52228-9_8,Frank ZeydaSimon FosterLeo Freitas,2017,https://link.springer.com/chapter/10.1007/978-3-319-52228-9_8,Conference paper
A Model-Based Framework for the Specification and Analysis of Hierarchical Scheduling Systems,Critical Systems: Formal Methods and Automated Verification,,,,10.1007/978-3-319-45943-1_9,Mounir ChadliJin Hyun KimAxel LegayLouis-Marie TraonouezStefan NaujokatBernhard SteffenKim Guldstrand Larsen,2016,https://link.springer.com/chapter/10.1007/978-3-319-45943-1_9,Conference paper
Constrained Synthesis from Component Libraries,Formal Aspects of Component Software,,,,10.1007/978-3-319-57666-4_7,Antonio IannopolloStavros TripakisAlberto Sangiovanni-Vincentelli,2017,https://link.springer.com/chapter/10.1007/978-3-319-57666-4_7,Conference paper
Specification: The Biggest Bottleneck in Formal Methods and Autonomy,"Verified Software. Theories, Tools, and Experiments",,,,10.1007/978-3-319-48869-1_2,Kristin Yvonne Rozier,2016,https://link.springer.com/chapter/10.1007/978-3-319-48869-1_2,Conference paper
SPARK&#xa0;2014 and GNATprove,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-014-0322-5,Duc HoangYannick MoyAngela WallenburgRoderick Chapman,2014,https://link.springer.com/article/10.1007/s10009-014-0322-5,Article
Formal Verification of Industrial Critical Software,Formal Methods for Industrial Critical Systems,,,,10.1007/978-3-319-19458-5_1,Marielle Petit-DocheNicolas BretonRoméo CourbisYoann FonteneauMatthias Güdemann,2015,https://link.springer.com/chapter/10.1007/978-3-319-19458-5_1,Conference paper
A Super Industrial Application of PSGraph,"Abstract State Machines, Alloy, B, TLA, VDM, and Z",,,,10.1007/978-3-319-33600-8_28,Yuhui LinGudmund GrovColin O’HalloranPriiya G.,2016,https://link.springer.com/chapter/10.1007/978-3-319-33600-8_28,Conference paper
DO-333 Certification Case Studies,NASA Formal Methods,,,,10.1007/978-3-319-06200-6_1,Darren CoferSteven Miller,2014,https://link.springer.com/chapter/10.1007/978-3-319-06200-6_1,Conference paper
Bridging the gap between test cases and requirements by abstract testing,Innovations in Systems and Software Engineering,,,,10.1007/s11334-015-0245-7,Florian MerzCarsten SinzHendrik PostThomas GorgesThomas Kropf,2015,https://link.springer.com/article/10.1007/s11334-015-0245-7,Article
Approaches for Software Verification of An Emergency Recovery System for Micro Air Vehicles,"Computer Safety, Reliability, and Security",,,,10.1007/978-3-319-24249-1_32,Martin BeckerMarkus NeumairAlexander SöhnSamarjit Chakraborty,2015,https://link.springer.com/chapter/10.1007/978-3-319-24249-1_32,Conference paper
HOL Zero’s Solutions for Pollack-Inconsistency,Interactive Theorem Proving,,,,10.1007/978-3-319-43144-4_2,Mark Adams,2016,https://link.springer.com/chapter/10.1007/978-3-319-43144-4_2,Conference paper
Finding Boundary Elements in Ordered Sets with Application to Safety and Requirements Analysis,Software Engineering and Formal Methods,,,,10.1007/978-3-319-41591-8_9,Jaroslav BendíkNikola BenešJiří BarnatIvana Černá,2016,https://link.springer.com/chapter/10.1007/978-3-319-41591-8_9,Conference paper
Abstraction-driven Concolic Testing,"Verification, Model Checking, and Abstract Interpretation",,,,10.1007/978-3-662-49122-5_16,Przemysław DacaAshutosh GuptaThomas A. Henzinger,2016,https://link.springer.com/chapter/10.1007/978-3-662-49122-5_16,Conference paper
Failure Estimation of Behavioral Specifications,"Dependable Software Engineering: Theories, Tools, and Applications",,,,10.1007/978-3-319-47677-3_20,Debasmita LoharAnudeep DunaboyinaDibyendu DasSoumyajit Dey,2016,https://link.springer.com/chapter/10.1007/978-3-319-47677-3_20,Conference paper
On the long-term use of visual gui testing in industrial practice: a case study,Empirical Software Engineering,,,,10.1007/s10664-016-9497-6,Emil AlégrothRobert Feldt,2017,https://link.springer.com/article/10.1007/s10664-016-9497-6,Article
Testing the IPC Protocol for a Real-Time Operating System,"Verified Software: Theories, Tools, and Experiments",,,,10.1007/978-3-319-29613-5_3,Achim D. BruckerOto HavleYakoub NemouchiBurkhart Wolff,2016,https://link.springer.com/chapter/10.1007/978-3-319-29613-5_3,Conference paper
Verifying the Safety of a Flight-Critical System,FM 2015: Formal Methods,,,,10.1007/978-3-319-19249-9_20,Guillaume BratDavid BushnellMisty DaviesDimitra GiannakopoulouFalk HowarTemesghen Kahsai,2015,https://link.springer.com/chapter/10.1007/978-3-319-19249-9_20,Conference paper
From AADL Model to LNT Specification,Reliable Software Technologies – Ada-Europe 2015,,,,10.1007/978-3-319-19584-1_10,Hana MkaouarBechir ZalilaJérôme HuguesMohamed Jmaiel,2015,https://link.springer.com/chapter/10.1007/978-3-319-19584-1_10,Conference paper
Evolving the ETSI Test Description Language,System Analysis and Modeling. Technology-Specific Aspects of Models,,,,10.1007/978-3-319-46613-2_8,Philip MakedonskiGusztáv AdamisMartti KäärikFinn KristoffersenXavier Zeitoun,2016,https://link.springer.com/chapter/10.1007/978-3-319-46613-2_8,Conference paper
Local Planning of Multiparty Interactions with Bounded Horizons,FM 2016: Formal Methods,,,,10.1007/978-3-319-48989-6_13,Mahieddine DellabaniJacques CombazMarius BozgaSaddek Bensalem,2016,https://link.springer.com/chapter/10.1007/978-3-319-48989-6_13,Conference paper
Temporal Test Generation for Embedded System Based on Correlation Analysis of Timing Constraints,Software Engineering and Methodology for Emerging Domains,,,,10.1007/978-981-10-3482-4_15,Bo WangXiaoying BaiWenguang ChenXiaoyu Song,2016,https://link.springer.com/chapter/10.1007/978-981-10-3482-4_15,Conference paper
Model-in-the-Loop Testing of a Railway Interlocking System,Model-Driven Engineering and Software Development,,,,10.1007/978-3-319-27869-8_22,Fabio ScippacercolaRoberto PietrantuonoStefano RussoAndrás Zentai,2015,https://link.springer.com/chapter/10.1007/978-3-319-27869-8_22,Conference paper
Analyzing Unsatisfiability in Bounded Model Checking Using Max-SMT and Dual Slicing,Critical Systems: Formal Methods and Automated Verification,,,,10.1007/978-3-319-45943-1_5,Takuro KutsunaYoshinao Ishii,2016,https://link.springer.com/chapter/10.1007/978-3-319-45943-1_5,Conference paper
Verified Compilation of Floating-Point Computations,Journal of Automated Reasoning,,,,10.1007/s10817-014-9317-x,Sylvie BoldoJacques-Henri JourdanXavier LeroyGuillaume Melquiond,2014,https://link.springer.com/article/10.1007/s10817-014-9317-x,Article
Configuration Logics: Modelling Architecture Styles,Formal Aspects of Component Software,,,,10.1007/978-3-319-28934-2_14,Anastasia MavridouEduard BaranovSimon BliudzeJoseph Sifakis,2016,https://link.springer.com/chapter/10.1007/978-3-319-28934-2_14,Conference paper
Back-to-Back Fault Injection Testing in Model-Based Development,"Computer Safety, Reliability, and Security",,,,10.1007/978-3-319-24255-2_11,Peter FolkessonFatemeh AyatolahiBehrooz SangchoolieJonny VinterMafijul IslamJohan Karlsson,2015,https://link.springer.com/chapter/10.1007/978-3-319-24255-2_11,Conference paper
A Textual Domain-Specific Language Based on the UML Testing Profile,Model-Driven Engineering and Software Development,,,,10.1007/978-3-319-27869-8_9,Johannes IberNermin KajtazovićGeorg MacherAndrea HöllerTobias RauterChristian Kreiner,2015,https://link.springer.com/chapter/10.1007/978-3-319-27869-8_9,Conference paper
Formal API Specification of the PikeOS Separation Kernel,NASA Formal Methods,,,,10.1007/978-3-319-17524-9_26,Freek VerbeekOto HavleJulien SchmaltzSergey TverdyshevHolger BlasumBruno LangensteinWerner StephanBurkhart WolffYakoub Nemouchi,2015,https://link.springer.com/chapter/10.1007/978-3-319-17524-9_26,Conference paper
Formal Proofs of Code Generation and Verification Tools,Software Engineering and Formal Methods,,,,10.1007/978-3-319-10431-7_1,Xavier Leroy,2014,https://link.springer.com/chapter/10.1007/978-3-319-10431-7_1,Conference paper
"
                     <span>Uppaal</span> SMC tutorial",International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-014-0361-y,Alexandre DavidKim G. LarsenAxel LegayMarius MikučionisDanny Bøgsted Poulsen,2015,https://link.springer.com/article/10.1007/s10009-014-0361-y,Article
Are We There Yet? Determining the Adequacy of Formalized Requirements and Test Suites,NASA Formal Methods,,,,10.1007/978-3-319-17524-9_20,Anitha MurugesanMichael W. WhalenNeha RungtaOksana TkachukSuzette PersonMats P. E. HeimdahlDongjiang You,2015,https://link.springer.com/chapter/10.1007/978-3-319-17524-9_20,Conference paper
Formal Modeling of Airborne Software High-Level Requirements Based on Knowledge Graph,"Knowledge Science, Engineering and Management",,,,10.1007/978-3-319-12096-6_23,Wenjuan WuDianfu MaYongwang ZhaoXianqi Zhao,2014,https://link.springer.com/chapter/10.1007/978-3-319-12096-6_23,Conference paper
Towards Formal Fault Tree Analysis Using Theorem Proving,Intelligent Computer Mathematics,,,,10.1007/978-3-319-20615-8_3,Waqar AhmadOsman Hasan,2015,https://link.springer.com/chapter/10.1007/978-3-319-20615-8_3,Conference paper
Transformations for Compositional Verification of Assumption-Commitment Properties,Reachability Problems,,,,10.1007/978-3-319-11439-2_17,Ahmed MahdiBernd WestphalMartin Fränzle,2014,https://link.springer.com/chapter/10.1007/978-3-319-11439-2_17,Conference paper
A systematic classification of security regression testing approaches,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-015-0365-2,Michael FeldererElizabeta Fourneret,2015,https://link.springer.com/article/10.1007/s10009-015-0365-2,Article
A Simple Abstraction of Arrays and Maps by Program Translation,Static Analysis,,,,10.1007/978-3-662-48288-9_13,David MonniauxFrancesco Alberti,2015,https://link.springer.com/chapter/10.1007/978-3-662-48288-9_13,Conference paper
Widening the Schedulability of Hierarchical Scheduling Systems,Formal Aspects of Component Software,,,,10.1007/978-3-319-15317-9_14,Abdeldjalil BoudjadarAlexandre DavidJin Hyun KimKim Guldstrand LarsenMarius MikučionisUlrik NymanArne Skou,2015,https://link.springer.com/chapter/10.1007/978-3-319-15317-9_14,Conference paper
Using Simulink Design Verifier for Automatic Generation of Requirements-Based Tests,FM 2015: Formal Methods,,,,10.1007/978-3-319-19249-9_42,Bruno MirandaHenrique MasiniRodrigo Reis,2015,https://link.springer.com/chapter/10.1007/978-3-319-19249-9_42,Conference paper
Certificates for Parameterized Model Checking,FM 2015: Formal Methods,,,,10.1007/978-3-319-19249-9_9,Sylvain ConchonAlain MebsoutFatiha Zaïdi,2015,https://link.springer.com/chapter/10.1007/978-3-319-19249-9_9,Conference paper
Evolution of the UniTESK test development technology,Programming and Computer Software,,,,10.1134/S0361768814050065,V. V. KulyaminA. K. Petrenko,2014,https://link.springer.com/article/10.1134/S0361768814050065,Article
